序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
286,603010,万盛股份,10.67,3.89%,2.60%,8465.69万,7716.97万,748.72万,1.62亿
287,688049,炬芯科技,51.57,3.89%,5.37%,2.68亿,2.08亿,6013.10万,4.76亿
288,547,航天发展,9.1,3.88%,9.81%,5.87亿,6.63亿,-7603.20万,14.45亿
289,603109,神驰机电,39.06,3.86%,7.20%,2.39亿,3.45亿,-1.07亿,5.84亿
290,603359,东珠生态,7.83,3.85%,16.85%,2.89亿,3.08亿,-1926.89万,5.96亿
291,600629,华建集团,15.97,3.84%,8.10%,6.14亿,6.08亿,554.65万,12.21亿
292,300561,*ST汇科,13.06,3.82%,13.00%,2.14亿,1.89亿,2434.47万,4.03亿
293,2088,鲁阳节能,12.0,3.81%,1.64%,6228.55万,3602.61万,2625.95万,9831.15万
294,300570,太辰光,126.6,3.79%,11.97%,15.57亿,12.69亿,2.87亿,28.26亿
295,2354,天娱数科,7.94,3.79%,21.70%,14.74亿,13.07亿,1.67亿,27.81亿
296,301280,珠城科技,48.65,3.78%,12.73%,1.06亿,1.28亿,-2216.67万,2.34亿
297,2402,和而泰,27.97,3.78%,10.21%,12.23亿,10.24亿,1.98亿,22.47亿
298,688130,晶华微,26.17,3.77%,13.02%,9291.75万,1.11亿,-1770.73万,2.04亿
299,2364,中恒电气,18.99,3.77%,20.84%,10.78亿,11.20亿,-4134.27万,21.98亿
300,669,ST金鸿,3.59,3.76%,3.18%,4911.89万,2822.60万,2089.29万,7734.49万
301,603416,信捷电气,58.69,3.75%,3.23%,1.53亿,1.10亿,4352.12万,2.63亿
302,601022,宁波远洋,9.98,3.74%,21.09%,3.09亿,2.13亿,9644.34万,5.22亿
303,300418,昆仑万维,36.3,3.74%,8.12%,21.91亿,15.05亿,6.85亿,36.96亿
304,520,凤凰航运,4.99,3.74%,5.88%,1.71亿,1.22亿,4890.49万,2.95亿
305,688665,四方光电,62.0,3.73%,2.96%,8733.00万,9486.74万,-753.74万,1.82亿
306,688029,南微医学,95.84,3.73%,4.12%,4.45亿,3.05亿,1.40亿,7.50亿
307,600525,ST长园,3.35,3.72%,2.71%,5978.52万,6031.81万,-53.30万,1.20亿
308,668,*ST荣控,9.23,3.71%,1.55%,1342.38万,717.57万,624.81万,2059.95万
309,603683,晶华新材,22.23,3.68%,6.73%,2.02亿,1.80亿,2222.46万,3.82亿
310,300180,华峰超纤,8.73,3.68%,7.96%,6.16亿,3.99亿,2.18亿,10.15亿
311,688167,炬光科技,104.0,3.65%,7.54%,3.82亿,3.04亿,7751.38万,6.86亿
312,300703,创源股份,33.25,3.65%,15.32%,4.37亿,4.08亿,2827.86万,8.45亿
313,300322,硕贝德,28.16,3.64%,30.09%,18.20亿,19.14亿,-9353.80万,37.34亿
314,603726,朗迪集团,19.72,3.63%,11.30%,2.19亿,1.91亿,2733.01万,4.10亿
315,301189,奥尼电子,31.53,3.61%,5.47%,9887.08万,9054.12万,832.95万,1.89亿
316,977,浪潮信息,56.25,3.61%,6.44%,32.46亿,20.15亿,12.31亿,52.61亿
317,3007,直真科技,38.42,3.59%,11.97%,1.74亿,1.59亿,1454.75万,3.33亿
318,603301,振德医疗,23.66,3.59%,3.27%,9971.27万,1.08亿,-828.48万,2.08亿
319,600577,精达股份,8.12,3.57%,6.89%,7.50亿,4.41亿,3.09亿,11.91亿
320,488,ST晨鸣,2.33,3.56%,5.67%,1.31亿,8698.44万,4433.90万,2.21亿
321,600654,中安科,3.49,3.56%,6.70%,3.10亿,2.27亿,8353.16万,5.37亿
322,603078,江化微,19.47,3.56%,7.96%,3.37亿,2.52亿,8492.66万,5.89亿
323,301052,果麦文化,67.7,3.55%,6.93%,1.92亿,1.85亿,683.65万,3.77亿
324,603298,杭叉集团,21.98,3.53%,0.97%,1.73亿,1.02亿,7117.78万,2.75亿
325,2020,京新药业,19.95,3.53%,5.05%,3.85亿,3.42亿,4248.57万,7.27亿
326,301022,海泰科,49.5,3.51%,31.20%,3.70亿,4.18亿,-4759.71万,7.88亿
327,2006,精工科技,17.76,3.50%,6.48%,3.32亿,2.58亿,7399.51万,5.91亿
328,300200,高盟新材,10.97,3.49%,9.41%,2.48亿,1.82亿,6662.53万,4.30亿
329,301413,安培龙,93.0,3.48%,13.32%,3.17亿,3.38亿,-2078.83万,6.55亿
330,300077,国民技术,25.9,3.48%,11.47%,9.94亿,6.69亿,3.25亿,16.63亿
331,25,特力A,18.24,3.46%,8.95%,3.28亿,3.04亿,2437.44万,6.36亿
332,301053,远信工业,32.32,3.46%,7.56%,9419.25万,9369.70万,49.55万,1.88亿
333,2955,鸿合科技,26.58,3.46%,5.64%,1.55亿,1.24亿,3041.14万,2.79亿
334,638,*ST万方,4.23,3.42%,5.19%,3768.72万,2990.10万,778.62万,6758.81万
335,3040,楚天龙,27.56,3.41%,20.69%,11.96亿,13.32亿,-1.36亿,25.28亿
336,301498,乖宝宠物,97.2,3.40%,1.96%,1.92亿,1.49亿,4284.68万,3.41亿
337,301288,*ST清研,14.64,3.39%,4.36%,1739.56万,1221.49万,518.06万,2961.05万
338,605183,确成股份,21.33,3.39%,1.91%,8478.27万,8238.40万,239.87万,1.67亿
339,300033,同花顺,318.05,3.39%,5.66%,28.20亿,20.72亿,7.49亿,48.92亿
340,300920,润阳科技,59.0,3.36%,6.65%,1.47亿,1.07亿,4060.68万,2.54亿
341,600196,复星医药,27.7,3.36%,3.85%,12.35亿,10.31亿,2.04亿,22.66亿
342,301191,菲菱科思,94.38,3.35%,8.67%,2.04亿,1.61亿,4312.77万,3.65亿
343,600778,友好集团,7.14,3.33%,12.76%,1.57亿,1.23亿,3461.90万,2.80亿
344,601699,潞安环能,14.6,3.33%,2.13%,5.35亿,3.92亿,1.42亿,9.27亿
345,2869,金溢科技,28.06,3.31%,5.45%,1.42亿,9939.49万,4252.59万,2.41亿
346,301297,富乐德,42.59,3.30%,8.79%,2.85亿,2.40亿,4478.77万,5.25亿
347,301251,威尔高,57.52,3.29%,46.10%,6.89亿,7.41亿,-5174.10万,14.31亿
348,600864,哈投股份,7.22,3.29%,5.29%,4.35亿,3.57亿,7733.28万,7.92亿
349,301528,多浦乐,66.28,3.27%,6.43%,6884.99万,6628.63万,256.36万,1.35亿
350,300211,*ST亿通,8.56,3.26%,8.45%,1.04亿,1.17亿,-1304.90万,2.22亿
351,17,深中华A,6.65,3.26%,13.54%,1.63亿,1.05亿,5782.48万,2.70亿
352,2700,万憬能源,7.94,3.25%,5.16%,7461.08万,6221.37万,1239.71万,1.37亿
353,603179,新泉股份,47.9,3.23%,2.90%,3.84亿,2.95亿,8886.65万,6.79亿
354,300623,捷捷微电,32.64,3.23%,5.51%,7.09亿,5.79亿,1.30亿,12.88亿
355,301611,珂玛科技,55.82,3.22%,10.50%,2.15亿,1.32亿,8240.06万,3.47亿
356,2961,瑞达期货,22.42,3.22%,3.29%,1.67亿,1.60亿,683.92万,3.28亿
357,300697,电工合金,15.13,3.21%,13.70%,3.54亿,3.47亿,683.47万,7.01亿
358,688606,奥泰生物,77.67,3.20%,1.73%,6575.02万,3969.07万,2605.95万,1.05亿
359,688332,中科蓝讯,102.67,3.19%,8.30%,2.44亿,1.29亿,1.15亿,3.74亿
360,300684,中石科技,33.78,3.18%,21.66%,7.22亿,7.31亿,-946.82万,14.53亿
361,600289,ST信通,7.17,3.17%,2.86%,6513.98万,5140.29万,1373.68万,1.17亿
362,300873,海晨股份,26.98,3.17%,13.62%,3.12亿,2.89亿,2236.12万,6.01亿
363,301488,豪恩汽电,77.27,3.16%,19.31%,1.80亿,1.63亿,1739.59万,3.43亿
364,301303,真兰仪表,17.95,3.16%,15.46%,1.34亿,1.49亿,-1415.59万,2.83亿
365,300260,新莱应材,35.89,3.16%,13.53%,6.50亿,7.36亿,-8551.30万,13.86亿
366,300394,天孚通信,106.85,3.13%,4.67%,19.96亿,18.50亿,1.47亿,38.46亿
367,301205,联特科技,97.83,3.09%,10.97%,4.06亿,3.12亿,9446.93万,7.18亿
368,301316,慧博云通,51.8,3.08%,8.49%,5.12亿,5.39亿,-2732.36万,10.51亿
369,2640,跨境通,5.36,3.08%,13.44%,6.93亿,4.17亿,2.76亿,11.09亿
370,600729,重庆百货,31.48,3.08%,5.18%,1.72亿,1.39亿,3266.12万,3.11亿
371,600292,远达环保,12.42,3.07%,3.93%,2.22亿,1.55亿,6742.71万,3.77亿
372,688190,云路股份,101.32,3.05%,0.89%,6488.81万,4217.71万,2271.10万,1.07亿
373,300905,宝丽迪,32.81,3.05%,8.06%,1.81亿,1.81亿,33.69万,3.62亿
374,1212,中旗新材,45.8,3.04%,9.45%,3.34亿,3.34亿,-42.91万,6.68亿
375,300603,立昂技术,12.87,3.04%,13.80%,3.45亿,3.05亿,4036.19万,6.50亿
376,301234,五洲医疗,43.85,3.03%,4.33%,6691.90万,6006.22万,685.68万,1.27亿
377,300884,狄耐克,14.94,3.03%,17.24%,2.50亿,2.41亿,871.24万,4.92亿
378,2650,ST加加,6.19,3.00%,0.80%,3142.95万,2474.13万,668.82万,5617.08万
379,600884,杉杉股份,11.69,3.00%,6.78%,6.98亿,6.76亿,2148.20万,13.74亿
380,603630,拉芳家化,25.12,2.99%,5.13%,1.41亿,1.48亿,-733.39万,2.89亿
381,2749,国光股份,15.88,2.98%,1.18%,4371.24万,4061.47万,309.78万,8432.70万
382,2652,扬子新材,4.16,2.97%,8.19%,9646.71万,7572.50万,2074.21万,1.72亿
383,688037,芯源微,115.96,2.96%,2.17%,2.78亿,2.30亿,4782.05万,5.08亿
384,688720,艾森股份,44.75,2.94%,6.97%,9681.05万,7322.96万,2358.09万,1.70亿
385,603848,好太太,21.01,2.94%,1.86%,8286.65万,7198.59万,1088.06万,1.55亿
386,2713,*ST东易,4.9,2.94%,4.56%,4256.69万,4966.96万,-710.28万,9223.65万
387,301392,汇成真空,161.4,2.93%,9.84%,3.70亿,2.66亿,1.04亿,6.36亿
388,2093,国脉科技,12.65,2.93%,6.74%,5.07亿,3.46亿,1.61亿,8.53亿
389,603375,盛景微,42.04,2.91%,8.78%,1.22亿,1.11亿,1092.45万,2.33亿
390,605228,神通科技,15.91,2.91%,3.10%,9820.12万,1.11亿,-1302.68万,2.09亿
391,603867,新化股份,28.09,2.89%,2.73%,8875.11万,5724.57万,3150.54万,1.46亿
392,600160,巨化股份,28.95,2.88%,1.26%,6.34亿,3.39亿,2.94亿,9.73亿
393,603297,永新光学,92.03,2.87%,2.66%,1.43亿,1.25亿,1834.24万,2.68亿
394,300237,美晨科技,2.16,2.86%,12.92%,2.35亿,1.71亿,6357.27万,4.06亿
395,603393,新天然气,30.35,2.85%,2.87%,2.02亿,1.67亿,3440.76万,3.69亿
396,600237,铜峰电子,7.96,2.84%,5.23%,1.51亿,1.05亿,4657.63万,2.56亿
397,601001,晋控煤业,14.5,2.84%,1.76%,2.62亿,1.61亿,1.02亿,4.23亿
398,300184,力源信息,10.49,2.84%,10.42%,6.24亿,5.13亿,1.11亿,11.37亿
399,300991,创益通,34.17,2.83%,7.11%,1.09亿,1.06亿,207.85万,2.15亿
400,601696,中银证券,15.34,2.82%,6.00%,13.65亿,11.57亿,2.08亿,25.22亿
401,300720,海川智能,26.66,2.82%,6.19%,1.30亿,1.54亿,-2346.95万,2.84亿
402,688449,联芸科技,47.44,2.80%,10.19%,1.76亿,1.59亿,1682.41万,3.35亿
403,600769,祥龙电业,11.03,2.80%,2.46%,6322.83万,3756.81万,2566.01万,1.01亿
404,600985,淮北矿业,13.24,2.80%,1.18%,2.49亿,1.72亿,7699.33万,4.21亿
405,301312,智立方,47.4,2.78%,15.49%,2.07亿,2.32亿,-2514.47万,4.39亿
406,300324,旋极信息,5.18,2.78%,11.81%,5.86亿,4.46亿,1.40亿,10.32亿
407,2913,奥士康,40.06,2.77%,4.29%,2.20亿,2.34亿,-1409.29万,4.54亿
408,301658,首航新能,35.6,2.77%,28.44%,1.97亿,1.89亿,836.50万,3.86亿
409,688139,海尔生物,35.28,2.77%,2.19%,1.20亿,1.29亿,-897.59万,2.48亿
410,753,漳州发展,5.56,2.77%,4.68%,1.53亿,1.04亿,4815.55万,2.57亿
411,600761,安徽合力,19.04,2.75%,1.90%,2.01亿,1.19亿,8166.68万,3.20亿
412,301292,海科新源,21.03,2.74%,18.55%,1.74亿,1.54亿,1993.73万,3.28亿
413,997,新大陆,30.01,2.74%,2.23%,3.71亿,3.07亿,6467.98万,6.78亿
414,2249,大洋电机,7.14,2.73%,4.25%,3.06亿,2.47亿,5908.54万,5.53亿
415,3026,中晶科技,36.69,2.72%,8.50%,1.63亿,1.32亿,3026.72万,2.95亿
416,603855,华荣股份,22.28,2.72%,2.79%,1.08亿,9657.07万,1181.88万,2.05亿
417,600617,国新能源,3.02,2.72%,2.23%,7322.62万,4581.69万,2740.93万,1.19亿
418,600885,宏发股份,26.6,2.70%,1.75%,3.43亿,3.31亿,1211.38万,6.74亿
419,600583,海油工程,5.72,2.69%,1.41%,2.24亿,1.30亿,9390.45万,3.55亿
420,2884,凌霄泵业,17.22,2.68%,4.42%,1.03亿,1.06亿,-297.48万,2.09亿
421,901,航天科技,19.15,2.68%,30.10%,21.79亿,25.18亿,-3.39亿,46.97亿
422,301091,深城交,33.51,2.67%,4.70%,3.80亿,4.33亿,-5384.93万,8.13亿
423,300165,ST天瑞,4.61,2.67%,3.02%,3010.36万,2824.84万,185.51万,5835.20万
424,688226,威腾电气,45.56,2.66%,2.63%,1.03亿,1.18亿,-1481.29万,2.20亿
425,300653,正海生物,22.78,2.66%,5.62%,1.21亿,1.11亿,1023.31万,2.33亿
426,2765,蓝黛科技,13.1,2.66%,9.58%,4.11亿,3.41亿,7084.58万,7.52亿
427,300465,高伟达,15.9,2.65%,4.79%,2.11亿,1.23亿,8710.98万,3.34亿
428,2901,大博医疗,62.68,2.65%,3.77%,3.25亿,3.60亿,-3508.54万,6.85亿
429,2272,川润股份,13.95,2.65%,33.23%,9.27亿,8.49亿,7755.68万,17.75亿
430,922,佳电股份,12.0,2.65%,5.51%,1.98亿,1.83亿,1416.41万,3.81亿
431,300005,探路者,9.32,2.64%,6.74%,3.15亿,2.36亿,7826.70万,5.51亿
432,600168,武汉控股,5.07,2.63%,4.42%,1.18亿,1.08亿,1048.00万,2.26亿
433,627,*ST天茂,1.56,2.63%,9.92%,2.25亿,4.75亿,-2.50亿,7.00亿
434,300314,戴维医疗,15.65,2.62%,28.05%,3.10亿,3.44亿,-3393.49万,6.53亿
435,2611,东方精工,17.25,2.62%,22.57%,18.91亿,20.00亿,-1.08亿,38.91亿
436,603308,应流股份,27.5,2.61%,2.44%,2.45亿,2.06亿,3927.95万,4.52亿
437,615,*ST美谷,3.15,2.61%,1.99%,2712.63万,2025.30万,687.33万,4737.93万
438,2008,大族激光,34.76,2.60%,18.29%,33.29亿,27.52亿,5.77亿,60.81亿
439,567,海德股份,6.72,2.60%,1.80%,1.36亿,9869.59万,3715.67万,2.35亿
440,603300,海南华铁,11.09,2.59%,8.48%,10.56亿,8.03亿,2.54亿,18.59亿
441,600419,天润乳业,11.5,2.59%,2.98%,6571.55万,4141.18万,2430.37万,1.07亿
442,688737,中自科技,24.78,2.57%,3.92%,5481.80万,6007.95万,-526.15万,1.15亿
443,688155,先惠技术,56.29,2.57%,5.11%,1.79亿,1.74亿,531.75万,3.53亿
444,300458,全志科技,41.08,2.57%,6.72%,10.40亿,8.04亿,2.36亿,18.44亿
445,300422,博世科,5.58,2.57%,4.23%,6599.30万,5581.35万,1017.96万,1.22亿
446,2199,*ST东晶,11.16,2.57%,6.81%,9904.56万,8378.84万,1525.72万,1.83亿
447,2963,豪尔赛,13.6,2.56%,6.67%,6894.20万,4280.97万,2613.24万,1.12亿
448,688302,海创药业,58.14,2.56%,3.49%,7322.15万,8782.20万,-1460.05万,1.61亿
449,301358,湖南裕能,34.89,2.56%,9.60%,6.91亿,5.92亿,9918.40万,12.83亿
450,300450,先导智能,26.85,2.56%,2.96%,7.13亿,5.03亿,2.10亿,12.16亿
451,603856,东宏股份,12.46,2.55%,4.44%,8603.51万,6842.52万,1761.00万,1.54亿
452,2353,杰瑞股份,46.99,2.55%,1.66%,2.62亿,2.72亿,-998.49万,5.35亿
453,62,深圳华强,26.96,2.55%,5.03%,7.89亿,6.23亿,1.66亿,14.25亿
454,688110,东芯股份,86.78,2.54%,10.44%,19.33亿,20.30亿,-9701.70万,39.63亿
455,600378,昊华科技,27.87,2.54%,1.57%,2.25亿,2.40亿,-1552.63万,4.65亿
456,2126,银轮股份,30.63,2.54%,4.70%,6.41亿,4.75亿,1.66亿,11.16亿
457,600075,新疆天业,4.86,2.53%,6.88%,2.84亿,2.79亿,535.87万,5.62亿
458,301533,威马农机,44.84,2.51%,14.23%,9435.36万,8555.14万,880.23万,1.80亿
459,300287,飞利信,5.72,2.51%,8.65%,3.67亿,2.75亿,9158.26万,6.42亿
460,688518,联赢激光,23.28,2.51%,4.59%,2.15亿,1.43亿,7200.14万,3.59亿
461,300846,首都在线,20.82,2.51%,11.25%,5.16亿,3.94亿,1.22亿,9.11亿
462,90,天健集团,3.67,2.51%,2.44%,9688.61万,6704.66万,2983.95万,1.66亿
463,688103,国力股份,63.97,2.50%,2.33%,7209.14万,6896.51万,312.62万,1.41亿
464,301112,信邦智能,50.06,2.50%,8.43%,2.18亿,2.41亿,-2304.26万,4.59亿
465,2287,奇正藏药,29.67,2.49%,4.32%,3.46亿,3.55亿,-930.99万,7.01亿
466,688143,长盈通,51.66,2.48%,3.94%,9482.55万,9156.36万,326.19万,1.86亿
467,300576,容大感光,38.41,2.48%,8.19%,4.13亿,3.14亿,9890.55万,7.27亿
468,600279,重庆港,5.8,2.47%,2.66%,1.08亿,7500.22万,3345.68万,1.83亿
469,688530,欧莱新材,19.18,2.46%,5.42%,3657.73万,3287.87万,369.86万,6945.59万
470,300249,依米康,17.89,2.46%,22.21%,7.25亿,7.45亿,-2020.50万,14.69亿
471,300889,爱克股份,15.42,2.46%,5.60%,6792.82万,5903.65万,889.17万,1.27亿
472,301004,嘉益股份,71.2,2.45%,1.47%,8753.98万,5330.32万,3423.66万,1.41亿
473,603701,德宏股份,20.53,2.45%,1.97%,5274.55万,5107.12万,167.43万,1.04亿
474,603619,中曼石油,19.67,2.45%,3.31%,1.80亿,1.19亿,6180.85万,2.99亿
475,2620,ST瑞和,4.21,2.43%,3.98%,3012.45万,2236.51万,775.94万,5248.97万
476,600967,内蒙一机,26.24,2.42%,11.43%,24.89亿,25.70亿,-8134.20万,50.59亿
477,300753,爱朋医疗,35.09,2.42%,28.05%,4.04亿,4.06亿,-217.01万,8.10亿
478,2078,太阳纸业,14.88,2.41%,0.93%,2.11亿,1.72亿,3852.09万,3.83亿
479,688539,高华科技,34.55,2.40%,6.91%,1.30亿,1.16亿,1406.71万,2.45亿
480,2943,宇晶股份,33.43,2.39%,9.98%,2.21亿,2.15亿,603.67万,4.37亿
481,783,长江证券,7.7,2.39%,2.04%,5.10亿,3.50亿,1.60亿,8.60亿
482,410,沈阳机床,6.88,2.38%,2.74%,1.62亿,1.53亿,936.34万,3.17亿
483,2211,ST宏达,3.01,2.38%,2.64%,2087.66万,1336.97万,750.68万,3424.63万
484,301252,同星科技,30.91,2.38%,26.32%,1.94亿,1.89亿,496.97万,3.83亿
485,2213,大为股份,18.96,2.38%,27.38%,5.05亿,5.63亿,-5812.01万,10.68亿
486,300333,兆日科技,15.08,2.38%,9.51%,2.80亿,1.94亿,8607.35万,4.75亿
487,1238,浙江正特,45.7,2.37%,2.50%,1797.75万,1842.94万,-45.19万,3640.69万
488,21,深科技,19.4,2.37%,4.42%,7.51亿,5.63亿,1.88亿,13.29亿
489,600748,上实发展,3.89,2.37%,2.01%,7214.70万,7303.10万,-88.39万,1.45亿
490,301021,英诺激光,34.29,2.36%,9.02%,2.56亿,2.18亿,3817.08万,4.74亿
491,688108,赛诺医疗,25.11,2.36%,27.75%,16.33亿,14.22亿,2.11亿,30.55亿
492,603341,龙旗科技,41.32,2.35%,3.84%,2.28亿,1.92亿,3564.91万,4.19亿
493,601101,昊华能源,7.84,2.35%,1.30%,8922.84万,5713.27万,3209.57万,1.46亿
494,419,通程控股,6.09,2.35%,3.10%,5707.86万,4306.24万,1401.62万,1.02亿
495,600309,万华化学,62.9,2.34%,2.02%,23.29亿,16.84亿,6.45亿,40.13亿
496,926,福星股份,3.06,2.34%,5.29%,1.39亿,1.12亿,2759.11万,2.51亿
497,688757,胜科纳米,29.48,2.33%,16.59%,7789.86万,7993.23万,-203.37万,1.58亿
498,603587,地素时尚,13.15,2.33%,2.09%,6288.06万,6731.35万,-443.30万,1.30亿
499,600104,上汽集团,18.01,2.33%,0.74%,9.06亿,6.39亿,2.67亿,15.44亿
500,600692,亚通股份,8.83,2.32%,4.61%,5192.01万,5086.02万,106.00万,1.03亿
501,603987,康德莱,9.25,2.32%,8.53%,1.78亿,1.71亿,707.25万,3.49亿
502,300661,圣邦股份,76.38,2.32%,2.53%,6.32亿,4.96亿,1.36亿,11.28亿
503,603125,常青科技,17.68,2.31%,12.02%,1.03亿,1.10亿,-744.87万,2.14亿
504,601666,平煤股份,8.42,2.31%,1.55%,1.98亿,1.21亿,7717.48万,3.19亿
505,600452,涪陵电力,11.95,2.31%,5.13%,4.58亿,4.62亿,-438.62万,9.20亿
506,2657,中科金财,31.58,2.30%,16.98%,9.73亿,8.33亿,1.40亿,18.06亿
507,601058,赛轮轮胎,13.41,2.29%,1.58%,4.19亿,2.81亿,1.39亿,7.00亿
508,603303,得邦照明,13.98,2.27%,1.20%,4106.65万,3990.50万,116.15万,8097.16万
509,600735,新华锦,8.12,2.27%,6.00%,1.04亿,1.05亿,-98.26万,2.09亿
510,2281,光迅科技,52.0,2.26%,5.34%,12.17亿,9.20亿,2.97亿,21.36亿
511,2026,山东威达,13.61,2.25%,6.89%,1.85亿,2.04亿,-1901.28万,3.89亿
512,4,*ST国华,9.14,2.24%,3.44%,2410.11万,1396.59万,1013.52万,3942.32万
513,301396,宏景科技,55.34,2.24%,10.07%,2.25亿,1.99亿,2541.31万,4.24亿
514,688793,倍轻松,36.08,2.24%,2.90%,4264.15万,4689.60万,-425.45万,8953.75万
515,688004,博汇科技,26.08,2.23%,6.64%,6297.46万,7736.29万,-1438.84万,1.40亿
516,300302,同有科技,16.12,2.22%,9.67%,2.95亿,2.81亿,1419.41万,5.77亿
517,300245,天玑科技,18.4,2.22%,7.68%,2.38亿,2.00亿,3779.59万,4.39亿
518,715,中兴商业,6.46,2.22%,2.11%,4095.06万,3190.28万,904.79万,7285.34万
519,603565,中谷物流,10.66,2.21%,0.95%,9175.58万,1.21亿,-2943.69万,2.13亿
520,603053,成都燃气,10.17,2.21%,1.65%,8296.91万,6747.42万,1549.49万,1.50亿
521,300252,金信诺,12.53,2.20%,10.89%,3.79亿,3.37亿,4165.11万,7.16亿
522,688217,睿昂基因,31.57,2.20%,4.11%,3920.80万,3267.43万,653.37万,7188.23万
523,430,ST张家界,7.46,2.19%,2.70%,4177.68万,2399.10万,1778.58万,6656.30万
524,603269,海鸥股份,11.2,2.19%,6.03%,9889.64万,1.07亿,-859.75万,2.06亿
525,300357,我武生物,26.6,2.19%,2.31%,1.55亿,1.36亿,1862.58万,2.91亿
526,2532,天山铝业,9.82,2.19%,0.82%,2.06亿,1.21亿,8547.95万,3.27亿
527,2582,好想你,9.95,2.16%,8.54%,1.83亿,1.07亿,7609.42万,2.91亿
528,2466,天齐锂业,45.88,2.16%,10.44%,35.90亿,33.24亿,2.66亿,69.14亿
529,2177,御银股份,6.61,2.16%,11.06%,2.72亿,2.16亿,5593.69万,4.87亿
530,301381,赛维时代,21.35,2.15%,4.77%,1.04亿,9477.66万,955.18万,1.99亿
531,2723,小崧股份,8.57,2.15%,4.91%,7057.26万,6059.34万,997.92万,1.31亿
532,688230,芯导科技,74.62,2.15%,3.01%,1.31亿,1.32亿,-64.00万,2.63亿
533,605287,德才股份,16.19,2.15%,3.29%,4019.77万,3464.06万,555.71万,7483.83万
534,300682,朗新集团,20.0,2.15%,2.87%,3.20亿,2.67亿,5266.09万,5.87亿
535,301361,众智科技,34.84,2.14%,20.69%,9788.60万,1.11亿,-1359.34万,2.09亿
536,603986,兆易创新,120.47,2.14%,3.81%,17.46亿,12.80亿,4.66亿,30.26亿
537,2950,奥美医疗,10.01,2.14%,3.59%,8597.50万,7723.48万,874.02万,1.63亿
538,2847,盐津铺子,72.42,2.14%,1.21%,1.35亿,7910.00万,5596.66万,2.14亿
539,987,越秀资本,7.63,2.14%,1.24%,2.67亿,2.07亿,5995.02万,4.74亿
540,700,模塑科技,8.11,2.14%,3.88%,1.61亿,1.24亿,3675.66万,2.85亿
541,688693,锴威特,39.32,2.13%,9.71%,7116.19万,7204.07万,-87.87万,1.43亿
542,688192,迪哲医药,75.89,2.13%,0.55%,8468.91万,8237.31万,231.60万,1.67亿
543,688041,海光信息,138.8,2.13%,2.13%,37.76亿,31.21亿,6.55亿,68.96亿
544,605259,绿田机械,28.74,2.13%,3.92%,9057.59万,1.02亿,-1184.19万,1.93亿
545,603816,顾家家居,27.02,2.12%,1.01%,1.18亿,1.03亿,1525.74万,2.21亿
546,980,众泰汽车,2.41,2.12%,4.04%,2.77亿,2.11亿,6591.42万,4.89亿
547,603979,金诚信,51.11,2.10%,0.73%,1.36亿,9672.63万,3897.08万,2.32亿
548,601857,中国石油,8.77,2.10%,0.11%,10.35亿,5.40亿,4.94亿,15.75亿
549,600783,鲁信创投,13.1,2.10%,1.53%,8412.38万,6406.14万,2006.24万,1.48亿
550,300128,锦富技术,5.34,2.10%,3.70%,1.46亿,1.10亿,3649.11万,2.56亿
551,2987,京北方,20.57,2.08%,5.46%,5.11亿,4.24亿,8728.10万,9.35亿
552,600812,华北制药,6.88,2.08%,2.32%,1.21亿,1.49亿,-2856.19万,2.70亿
553,813,德展健康,4.42,2.08%,8.49%,4.00亿,3.87亿,1310.83万,7.88亿
554,2095,生意宝,21.22,2.07%,6.27%,1.89亿,1.44亿,4452.76万,3.33亿
555,301096,百诚医药,60.51,2.07%,6.68%,2.14亿,2.18亿,-416.50万,4.32亿
556,300736,百邦科技,12.35,2.07%,5.72%,4510.47万,4205.99万,304.48万,8716.46万
557,300792,壹网壹创,26.34,2.05%,5.21%,1.60亿,1.31亿,2922.18万,2.91亿
558,300480,光力科技,16.92,2.05%,6.66%,1.43亿,1.32亿,1123.79万,2.75亿
559,2843,泰嘉股份,24.47,2.04%,7.37%,2.44亿,2.04亿,3976.91万,4.48亿
560,300017,网宿科技,11.48,2.04%,5.22%,7.52亿,6.09亿,1.43亿,13.62亿
561,688171,纬德信息,43.75,2.03%,2.38%,3758.22万,4912.34万,-1154.12万,8670.56万
562,603005,晶方科技,30.6,2.03%,7.93%,7.95亿,7.74亿,2138.72万,15.69亿
563,885,城发环境,14.59,2.03%,2.69%,1.38亿,1.16亿,2173.04万,2.54亿
564,1314,亿道信息,49.93,2.02%,14.83%,2.07亿,1.77亿,2984.49万,3.84亿
565,603118,共进股份,11.63,2.02%,4.34%,2.13亿,1.80亿,3303.52万,3.93亿
566,688019,安集科技,149.43,2.00%,1.53%,1.97亿,1.86亿,1107.39万,3.82亿
567,300698,万马科技,48.0,2.00%,11.45%,3.21亿,3.29亿,-766.86万,6.50亿
568,2905,金逸影视,9.67,2.00%,5.44%,9600.77万,8587.10万,1013.68万,1.82亿
569,712,锦龙股份,14.76,2.00%,6.21%,4.28亿,3.93亿,3503.04万,8.21亿
570,600971,恒源煤电,7.16,1.99%,1.90%,1.07亿,5567.56万,5108.04万,1.62亿
571,300757,罗博特科,170.89,1.99%,3.56%,4.61亿,4.29亿,3233.30万,8.90亿
