序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
3094,002108,沧州明珠,3.62,4.04,1018.0,-0.55,-8.56,5047,-0.82,-7.32,5076,-3.72,塑料制品
3095,301329,信音电子,21.7,-4.88,3002.0,-0.55,-5.58,4322,1.45,-2.62,2946,4.78,电子元件
3096,600704,物产中大,5.4,-4.73,2842.0,-0.55,-1.29,2138,-1.46,-3.16,3124,-2.53,物流行业
3097,688172,燕东微,20.04,-16.76,5114.0,-0.55,-3.15,3254,1.98,-3.54,3589,-0.3,半导体
3098,000803,山高环能,7.23,-11.62,4501.0,-0.55,0.63,1404,7.91,-0.86,1808,10.38,综合行业
3099,000713,丰乐种业,7.19,-7.41,3649.0,-0.55,-4.14,3768,-0.28,-2.87,3122,-0.28,农牧饲渔
3100,301469,恒达新材,29.16,-7.92,3765.0,-0.55,-1.77,2521,2.64,-0.57,1650,4.59,造纸印刷
3101,605258,协和电子,32.45,-7.49,3675.0,-0.55,-5.93,4432,-1.22,-3.34,3447,2.56,电子元件
3102,002538,司尔特,5.43,0.27,1723.0,-0.55,-8.05,4968,-0.91,-7.1,5030,-2.86,化肥行业
3103,301390,经纬股份,39.12,-6.04,3297.0,-0.56,-1.34,2304,1.93,-3.11,3285,3.46,电网设备
3104,300735,光弘科技,28.27,-7.63,3702.0,-0.56,-4.22,3807,-0.35,1.01,847,9.57,消费电子
3105,000601,韶能股份,5.35,-12.73,4662.0,-0.56,0.23,1576,0.75,-3.19,3337,-0.19,电力行业
3106,002603,以岭药业,16.1,-4.85,2996.0,-0.56,-6.91,4713,-1.59,-8.1,5213,-4.17,中药
3107,000503,国新健康,10.69,1.83,1415.0,-0.56,-3.02,3195,-2.37,-2.0,2532,-1.47,软件开发
3108,601360,三六零,10.67,-7.38,3640.0,-0.56,-6.97,4730,-2.65,-0.12,1387,-1.39,软件开发
3109,600851,海欣股份,7.06,-11.94,4550.0,-0.56,-1.92,2605,-2.08,-1.29,2066,-1.12,化学制药
3110,300074,华平股份,5.36,-3.69,2710.0,-0.56,-0.31,1813,1.13,-1.81,2398,4.08,软件开发
3111,300992,泰福泵业,28.44,-7.56,3687.0,-0.56,-2.89,3121,6.36,-2.01,2541,9.17,通用设备
3112,002469,三维化学,8.86,-8.95,4009.0,-0.56,6.66,137,4.24,1.61,654,4.36,化学原料
3113,301333,诺思格,54.86,3.53,1095.0,-0.56,0.14,1618,-5.04,-3.23,3371,-8.72,医疗服务
3114,002227,奥 特 迅,14.1,-3.75,2734.0,-0.56,1.48,1057,3.83,-0.02,1325,5.15,电源设备
3115,002238,天威视讯,8.84,-7.95,3772.0,-0.56,-1.28,2273,-0.67,-1.85,2423,-0.79,文化传媒
3116,603703,盛洋科技,10.64,-3.87,2762.0,-0.56,-7.74,4913,-0.37,-8.47,5263,0.95,光学光电子
3117,603022,新通联,10.43,-9.04,4022.0,-0.57,-11.24,5326,-0.57,-6.31,4821,0.97,包装材料
3118,300913,兆龙互连,50.83,-5.61,3191.0,-0.57,-5.64,4336,-2.83,-1.3,2070,2.27,通信设备
3119,688247,宣泰医药,12.25,-4.89,3004.0,-0.57,-10.97,5309,-2.0,-7.48,5105,-5.84,化学制药
3120,603135,中重科技,10.51,-26.23,5463.0,-0.57,-3.85,3620,3.04,-4.42,4072,4.06,专用设备
3121,600929,雪天盐业,5.26,-6.28,3352.0,-0.57,1.43,1079,0.19,1.26,756,-0.38,化学原料
3122,688165,埃夫特-U,24.35,-8.21,3830.0,-0.57,-2.28,2812,0.87,-3.48,3542,1.12,通用设备
3123,002568,百润股份,24.5,-2.17,2345.0,-0.57,-1.09,2188,-1.88,-2.61,2936,-1.41,酿酒行业
3124,000425,徐工机械,8.79,-6.08,3304.0,-0.57,-1.8,2532,5.78,-2.09,2607,2.45,工程机械
3125,301305,朗坤科技,19.26,-24.25,5437.0,-0.57,-5.77,4383,0.78,-3.7,3697,3.44,环保行业
3126,600352,浙江龙盛,10.53,-3.11,2559.0,-0.57,-1.62,2458,-0.75,-0.67,1694,-1.86,化学制品
3127,688128,中国电研,27.94,-7.83,3752.0,-0.57,-2.33,2831,5.47,-0.87,1818,8.13,专用设备
3128,300331,苏大维格,22.52,-15.49,5012.0,-0.57,-7.04,4747,4.07,-7.81,5162,2.69,光学光电子
3129,301272,英华特,40.26,-2.93,2515.0,-0.57,-5.02,4128,2.39,-2.81,3085,4.57,专用设备
3130,300813,泰林生物,24.55,12.17,193.0,-0.57,-3.39,3388,1.28,-4.1,3920,-0.32,医疗器械
3131,002745,木林森,8.55,-10.38,4287.0,-0.58,-10.2,5245,-1.38,-8.95,5302,0.0,光学光电子
3132,000655,金岭矿业,8.59,8.59,434.0,-0.58,-0.27,1796,2.63,-5.17,4426,1.9,钢铁行业
3133,600101,明星电力,10.28,-7.11,3577.0,-0.58,-2.28,2811,0.0,-5.02,4350,-0.96,电力行业
3134,600491,龙元建设,3.45,-8.41,3877.0,-0.58,-11.92,5366,0.0,-9.43,5340,-1.71,工程建设
3135,600531,豫光金铅,8.5,-9.12,4046.0,-0.58,-6.68,4661,-2.52,0.49,1087,3.41,有色金属
3136,600556,天下秀,5.11,-5.77,3227.0,-0.58,-8.84,5095,-1.73,-0.82,1777,0.2,文化传媒
3137,002791,坚朗五金,22.37,-17.33,5170.0,-0.58,-2.51,2925,-1.28,-3.95,3829,-3.29,装修建材
3138,300614,百川畅银,15.55,-5.6,3186.0,-0.58,-4.0,3686,4.29,-3.3,3418,2.44,环保行业
3139,300311,ST任子行,5.18,-0.82,2012.0,-0.58,-4.47,3926,-1.52,-4.52,4123,-2.63,软件开发
3140,300174,元力股份,15.52,-5.46,3149.0,-0.58,-1.54,2411,0.13,-1.13,1976,-0.32,化学制品
3141,689009,九号公司-WD,61.74,-1.91,2284.0,-0.58,-6.49,4601,-5.32,1.38,723,5.39,交运设备
3142,688251,井松智能,24.05,1.68,1436.0,-0.58,2.3,807,10.47,2.96,324,19.3,通用设备
3143,000973,佛塑科技,6.72,-7.0,3544.0,-0.59,-6.08,4481,0.15,-6.05,4743,-0.74,塑料制品
3144,301306,西测测试,67.1,-0.06,1755.0,-0.59,-1.51,2246,4.35,-2.14,2642,0.15,专业服务
3145,300694,蠡湖股份,13.37,-5.09,3050.0,-0.59,-1.92,2606,1.44,-6.71,4940,1.91,汽车零部件
3146,300462,ST华铭,10.12,-1.49,2184.0,-0.59,0.74,1354,1.61,-2.87,3123,0.9,交运设备
3147,300076,GQY视讯,6.77,-6.98,3538.0,-0.59,-2.36,2843,2.58,-3.68,3683,5.62,光学光电子
3148,688289,圣湘生物,21.92,-3.86,2760.0,-0.59,-4.22,3809,-1.88,-7.06,5023,-3.31,医疗器械
3149,688200,华峰测控,139.16,1.18,1553.0,-0.59,-1.87,2584,-2.66,-0.95,1868,-3.56,半导体
3150,600966,博汇纸业,5.06,-9.2,4068.0,-0.59,4.85,283,0.6,2.39,449,0.8,造纸印刷
3151,000751,锌业股份,3.39,5.88,735.0,-0.59,-4.32,3851,0.59,-3.24,3372,-1.17,有色金属
3152,603566,普莱柯,15.17,-0.93,2037.0,-0.59,0.49,1465,1.13,-4.18,3956,-0.39,农药兽药
3153,002628,成都路桥,5.03,-4.34,2869.0,-0.59,-1.84,2561,1.21,-2.24,2695,-2.14,工程建设
3154,603313,梦百合,8.36,-1.39,2155.0,-0.59,-6.84,4702,-1.99,-7.06,5024,-1.3,装修建材
3155,000782,恒申新材,5.08,-9.56,4148.0,-0.59,-1.51,2389,5.83,-3.31,3422,5.61,化纤行业
3156,002421,达实智能,3.39,-12.25,4592.0,-0.59,-7.22,4797,-0.88,-6.85,4980,0.0,软件开发
3157,002717,ST岭南,1.69,-13.04,4706.0,-0.59,-1.63,2310,-0.59,-4.18,3730,-2.87,环保行业
3158,600496,精工钢构,3.37,-10.99,4400.0,-0.59,0.31,1535,1.2,-4.01,3854,0.3,水泥建材
3159,603662,柯力传感,67.7,-4.96,3020.0,-0.6,-0.97,2129,2.27,-0.32,1499,3.75,仪器仪表
3160,600623,华谊集团,8.25,-7.35,3636.0,-0.6,0.55,1438,-0.6,-3.07,3260,-2.25,化学原料
3161,600235,民丰特纸,6.67,-13.0,4701.0,-0.6,0.58,1332,0.3,-3.14,3113,1.68,造纸印刷
3162,600679,上海凤凰,13.16,-10.57,4326.0,-0.6,2.68,718,2.89,-0.33,1504,1.39,交运设备
3163,301380,挖金客,38.12,-9.05,4027.0,-0.6,-7.12,4771,-1.17,-5.76,4655,1.36,互联网服务
3164,002340,格林美,6.68,-4.85,2994.0,-0.6,1.2,1169,2.61,-2.34,2761,-0.45,能源金属
3165,002410,广联达,13.28,-7.61,3695.0,-0.6,-1.3,2281,-1.92,-0.78,1751,0.61,软件开发
3166,002631,德尔未来,5.01,-21.05,5357.0,-0.6,-4.64,3987,2.24,-7.28,5067,2.24,装修建材
3167,002496,*ST辉丰,1.66,-10.57,4325.0,-0.6,-10.02,5224,-1.78,-8.2,5222,-0.6,农药兽药
3168,600820,隧道股份,6.68,-15.23,4980.0,-0.6,-10.45,5268,0.0,-4.93,4310,-1.33,工程建设
3169,000523,红棉股份,3.32,-22.96,5414.0,-0.6,-11.62,5347,0.0,-6.49,4876,0.0,食品饮料
3170,301525,儒竞科技,87.56,-3.26,2602.0,-0.6,-2.3,2821,1.64,1.09,823,10.7,通用设备
3171,300677,英科医疗,36.32,-7.18,3593.0,-0.6,-7.25,4804,-3.66,-2.82,3088,12.83,医疗器械
3172,301113,雅艺科技,23.07,-3.93,2783.0,-0.6,0.65,1398,1.85,-2.3,2737,4.25,装修装饰
3173,601992,金隅集团,1.66,-14.35,4892.0,-0.6,-2.86,3108,3.75,-6.31,4820,0.0,水泥建材
3174,603392,万泰生物,56.24,-6.73,3463.0,-0.6,-13.54,5427,-2.48,-11.5,5443,-4.53,生物制品
3175,603618,杭电股份,6.64,-11.46,4468.0,-0.6,-8.95,5110,-0.15,-6.57,4891,-0.15,电网设备
3176,002139,拓邦股份,14.9,-18.25,5237.0,-0.6,-2.66,2988,1.71,-2.36,2774,4.27,消费电子
3177,002817,黄山胶囊,8.25,-6.91,3516.0,-0.6,-1.78,2524,-0.36,-2.3,2735,3.0,医疗器械
3178,603667,五洲新春,38.22,-10.19,4247.0,-0.6,-3.02,3012,0.39,-1.18,1878,8.52,通用设备
3179,002510,天汽模,6.61,-8.31,3851.0,-0.6,-0.64,1960,-0.15,-1.23,2034,0.92,汽车零部件
3180,002531,天顺风能,6.66,-13.99,4842.0,-0.6,-3.49,3252,1.37,-3.39,3278,-0.6,风电设备
3181,601969,海南矿业,8.18,-12.25,4593.0,-0.61,-3.14,3246,0.99,-3.02,3226,-0.37,钢铁行业
3182,002355,兴民智通,6.49,-14.9,4948.0,-0.61,-4.47,3925,0.15,-6.28,4814,0.46,汽车零部件
3183,002356,赫美集团,3.24,-26.31,5466.0,-0.61,-7.73,4908,0.62,-8.12,5215,0.0,贸易行业
3184,002565,顺灏股份,8.18,-7.19,3598.0,-0.61,3.98,422,14.41,2.96,322,12.67,包装材料
3185,002425,ST凯文,3.24,1.23,1538.0,-0.61,4.97,266,2.21,-2.55,2894,2.86,游戏
3186,603038,华立股份,14.73,-5.74,3217.0,-0.61,-4.5,3934,-0.47,-5.17,4428,0.07,装修装饰
3187,002343,慈文传媒,8.14,-4.57,2806.0,-0.61,-3.68,3332,-1.33,3.01,311,4.36,文化传媒
3188,300126,锐奇股份,8.17,-1.48,2181.0,-0.61,1.25,1152,2.25,-1.74,2353,6.94,通用设备
3189,603017,中衡设计,9.85,-19.36,5302.0,-0.61,-5.14,4173,0.2,-2.33,2755,3.79,工程咨询服务
3190,000858,五 粮 液,123.19,-3.41,2637.0,-0.61,0.81,1333,1.02,-3.42,3504,-0.27,酿酒行业
3191,300011,鼎汉技术,8.17,-7.53,3681.0,-0.61,-2.45,2891,2.9,-3.08,3266,4.08,交运设备
3192,301177,迪阿股份,29.37,-0.04,1821.0,-0.61,0.8,1341,4.67,-0.43,1567,5.38,珠宝首饰
3193,601118,海南橡胶,4.92,-6.15,3322.0,-0.61,-2.79,3072,0.41,-2.73,3017,-2.38,橡胶制品
3194,002739,万达电影,11.38,-10.82,4363.0,-0.61,-3.0,3184,-1.3,-4.73,4209,-4.13,文化传媒
3195,300936,中英科技,43.03,-8.84,3987.0,-0.62,-5.43,4267,-0.74,-0.29,1483,2.89,电子元件
3196,002304,洋河股份,69.25,-8.82,3980.0,-0.62,-1.09,2190,0.71,-0.19,1429,1.93,酿酒行业
3197,688212,澳华内镜,54.4,-7.11,3581.0,-0.62,-2.6,2962,8.26,0.18,1237,7.98,医疗器械
3198,600516,方大炭素,4.82,-2.14,2339.0,-0.62,-3.36,3369,0.0,-1.14,1982,-2.43,非金属材料
3199,605001,威奥股份,8.02,-8.11,3809.0,-0.62,-4.36,3870,1.39,-5.24,4451,3.62,交运设备
3200,603797,联泰环保,4.78,-11.64,4506.0,-0.62,-12.28,5391,0.42,-5.16,4424,-2.65,环保行业
3201,002320,海峡股份,8.01,5.95,721.0,-0.62,1.24,1154,3.89,-4.24,3983,-3.96,航运港口
3202,002193,如意集团,6.41,-4.9,3005.0,-0.62,-3.28,3333,-0.31,-2.86,3117,1.42,纺织服装
3203,600975,新五丰,6.43,-13.77,4807.0,-0.62,1.83,937,2.72,-0.87,1813,0.94,农牧饲渔
3204,002524,光正眼科,4.79,0.82,1615.0,-0.62,-0.5,1884,0.42,-1.4,2140,1.05,医疗服务
3205,300134,大富科技,12.76,-5.36,3115.0,-0.62,-2.5,2923,1.27,-3.11,3283,1.75,通信设备
3206,603600,永艺股份,11.22,-0.73,1993.0,-0.62,0.8,1340,2.56,-5.64,4608,3.13,装修建材
3207,003016,欣贺股份,8.01,-0.99,2054.0,-0.62,-8.75,5081,-0.25,-2.79,3064,-11.0,纺织服装
3208,000697,ST炼石,8.05,-15.05,4970.0,-0.62,-9.43,5166,-0.62,-10.4,5399,-1.71,航天航空
3209,300994,久祺股份,17.64,0.27,1724.0,-0.62,-3.73,3551,1.15,-3.8,3752,-0.23,交运设备
3210,002023,海特高新,11.27,-1.03,2062.0,-0.62,-2.27,2803,-0.53,-1.93,2481,1.17,航天航空
3211,000779,甘咨询,9.64,-1.99,2296.0,-0.62,-2.66,2991,1.15,-1.86,2432,1.05,工程咨询服务
3212,301355,南王科技,12.76,-5.71,3210.0,-0.62,-4.21,3804,0.55,-2.76,3043,3.07,造纸印刷
3213,300463,迈克生物,12.68,2.67,1240.0,-0.63,0.76,1348,-0.31,-1.47,2189,-3.13,医疗器械
3214,000899,赣能股份,9.43,-18.99,5279.0,-0.63,-2.48,2909,-0.11,0.36,1153,2.28,电力行业
3215,688755,汉邦科技,47.5,-3.71,2718.0,-0.63,-5.69,4354,-1.6,-4.9,4300,-1.23,专用设备
3216,603818,曲美家居,4.75,-1.33,2140.0,-0.63,3.99,416,7.47,0.69,992,7.22,装修建材
3217,002616,长青集团,6.3,-17.49,5176.0,-0.63,-5.42,4264,0.64,-8.22,5226,-0.79,电力行业
3218,002403,爱仕达,15.74,-3.23,2596.0,-0.63,-4.31,3847,0.64,0.95,872,11.16,家电行业
3219,002979,雷赛智能,47.1,-18.63,5264.0,-0.63,-0.18,1753,0.43,0.46,1117,6.63,专用设备
3220,603533,掌阅科技,20.56,-15.05,4969.0,-0.63,-0.64,1964,-0.72,1.05,835,-2.1,文化传媒
3221,002426,胜利精密,3.17,-2.01,2299.0,-0.63,-2.18,2755,1.28,-3.28,3394,-0.31,通用设备
3222,601618,中国中冶,3.18,-6.25,3343.0,-0.63,1.11,1214,5.3,0.69,988,3.58,工程建设
3223,300725,药石科技,45.8,-0.01,1811.0,-0.63,-7.74,4912,-4.22,-4.86,4282,-13.75,化学制药
3224,002883,中设股份,12.64,-9.76,4191.0,-0.63,-6.18,4270,-0.24,-4.22,3750,-8.07,工程咨询服务
3225,300417,南华仪器,14.1,-20.9,5354.0,-0.63,-8.75,5084,1.22,0.15,1251,4.29,仪器仪表
3226,002643,万润股份,12.6,-11.93,4549.0,-0.63,-8.49,5039,0.32,-11.88,5449,-3.6,电子化学品
3227,603115,海星股份,15.74,-7.26,3622.0,-0.63,-0.34,1825,0.64,-2.34,2766,0.64,电子元件
3228,600982,宁波能源,4.72,-7.18,3595.0,-0.63,-5.45,4273,0.21,-5.34,4492,-0.84,电力行业
3229,600711,ST盛屯,7.91,-12.15,4579.0,-0.63,-7.48,4854,0.25,-7.92,5184,-0.13,能源金属
3230,000539,粤电力Ａ,4.7,-5.94,3276.0,-0.63,-5.81,4396,-0.21,-3.06,3250,-0.84,电力行业
3231,600293,三峡新材,3.14,-4.73,2843.0,-0.63,-5.61,4096,1.29,-3.32,3431,-0.32,玻璃玻纤
3232,002049,紫光国微,74.59,-8.86,3991.0,-0.64,-2.45,2889,0.82,-1.32,2084,1.9,半导体
3233,301207,华兰疫苗,18.7,-8.42,3880.0,-0.64,-7.59,4882,-0.9,-7.75,5147,-5.08,生物制品
3234,002828,贝肯能源,10.83,-2.21,2357.0,-0.64,1.06,1240,5.45,-1.15,1989,5.25,采掘行业
3235,688609,九联科技,10.86,-11.18,4431.0,-0.64,-8.42,5029,-0.46,-4.48,4103,1.4,通信设备
3236,603066,音飞储存,12.34,-19.49,5313.0,-0.64,-10.61,5277,0.41,-8.49,5264,3.26,物流行业
3237,000910,大亚圣象,7.75,-4.28,2862.0,-0.64,-9.57,5184,-1.52,-10.75,5415,-2.76,装修建材
3238,301360,荣旗科技,53.95,-22.54,5406.0,-0.64,-4.17,3790,2.98,-3.61,3639,4.9,专用设备
3239,601311,骆驼股份,9.35,-14.98,4959.0,-0.64,-6.1,4486,1.08,-4.91,4304,0.54,电池
3240,002743,富煌钢构,6.22,-9.02,4018.0,-0.64,-5.45,4274,1.63,-8.77,5290,0.32,水泥建材
3241,000423,东阿阿胶,50.94,3.0,1182.0,-0.64,5.22,241,-1.37,3.7,207,1.07,中药
3242,600000,浦发银行,13.89,11.66,208.0,-0.64,4.88,276,1.02,6.38,55,8.6,银行
3243,002326,永太科技,13.91,-4.52,2793.0,-0.64,-0.41,1731,5.38,-2.3,2731,4.9,化学制品
3244,601800,中国交建,9.3,-13.21,4733.0,-0.64,1.01,1171,0.87,-1.03,1782,-1.06,工程建设
3245,002589,瑞康医药,3.09,-12.97,4690.0,-0.64,-9.94,4952,-2.22,-5.65,4365,-0.32,医药商业
3246,600078,澄星股份,6.21,-5.66,3196.0,-0.64,-7.61,4885,-0.64,-8.5,5266,-3.72,化肥行业
3247,603160,汇顶科技,76.3,-3.39,2633.0,-0.65,-1.92,2607,-0.95,-3.12,3293,0.66,半导体
3248,601882,海天精工,19.99,-14.27,4880.0,-0.65,1.43,1081,1.78,-1.29,2067,2.09,通用设备
3249,002380,科远智慧,25.8,-8.89,4000.0,-0.65,-5.71,4359,-1.75,-1.17,2005,5.18,互联网服务
3250,300487,蓝晓科技,50.59,4.83,881.0,-0.65,2.87,680,-1.11,-1.55,2237,-4.64,塑料制品
3251,000966,长源电力,4.57,-7.76,3737.0,-0.65,-2.32,2826,-0.22,-2.66,2967,-1.08,电力行业
3252,002555,三七互娱,16.92,-4.39,2759.0,-0.65,-5.29,3995,-1.51,-2.05,2564,-0.35,游戏
3253,603188,亚邦股份,4.58,3.42,1106.0,-0.65,1.71,982,0.88,-3.13,3298,2.46,化学制品
3254,600675,中华企业,3.04,-27.17,5469.0,-0.65,-10.11,5236,3.4,-1.23,2033,-0.33,房地产开发
3255,600180,瑞茂通,4.61,0.32,1713.0,-0.65,3.31,574,0.88,-1.62,2279,-0.65,物流行业
3256,688132,邦彦技术,21.5,-4.5,2789.0,-0.65,-4.75,3805,-1.56,-4.35,3820,6.97,通信设备
3257,300733,西菱动力,22.85,-1.76,2248.0,-0.65,-3.41,3394,-4.55,-1.09,1955,25.96,汽车零部件
3258,600488,津药药业,4.6,-1.18,2094.0,-0.65,0.29,1548,-0.22,-0.64,1684,0.44,化学制药
3259,001319,铭科精技,27.66,-9.4,4106.0,-0.65,-8.01,4961,-1.11,-4.45,4087,2.52,汽车零部件
3260,300856,科思股份,15.35,-13.61,4795.0,-0.65,-0.94,1974,1.52,-3.26,3194,0.79,美容护理
3261,600552,凯盛科技,12.29,-14.4,4896.0,-0.65,-7.05,4750,1.65,-0.57,1646,5.4,光学光电子
3262,600186,莲花控股,6.14,-25.36,5453.0,-0.65,-7.44,4843,-0.81,-1.17,2001,1.49,食品饮料
3263,600221,海航控股,1.52,-10.12,4241.0,-0.65,-2.32,2659,0.0,-3.66,3458,-0.65,航空机场
3264,300389,艾比森,12.22,-0.77,2001.0,-0.65,-4.08,3730,0.91,-7.58,5121,1.75,光学光电子
3265,002810,山东赫达,13.66,-7.74,3735.0,-0.65,-3.54,3473,0.07,-3.49,3546,1.94,化学制品
3266,300173,福能东方,6.08,-6.26,3346.0,-0.65,-0.66,1971,1.5,-2.94,3173,0.33,专用设备
3267,688168,安博通,75.07,2.06,1362.0,-0.65,-4.36,3873,-1.22,-3.0,3222,-1.33,软件开发
3268,600490,鹏欣资源,4.62,-8.38,3869.0,-0.65,-5.87,4410,0.43,0.75,961,4.76,有色金属
3269,002729,好利科技,15.23,-10.93,4386.0,-0.65,-5.02,4127,0.66,-6.32,4826,1.26,电子元件
3270,300370,安控科技,3.08,-6.75,3466.0,-0.65,-0.19,1758,1.32,0.13,1256,2.33,仪器仪表
3271,300241,瑞丰光电,6.02,-7.1,3574.0,-0.66,-2.04,2680,1.01,-4.02,3865,-1.47,光学光电子
3272,000157,中联重科,7.49,-7.23,3611.0,-0.66,-0.87,2062,2.32,-3.08,3263,-1.06,工程机械
3273,300867,圣元环保,17.96,-19.77,5325.0,-0.66,-2.77,3061,0.9,-5.37,4502,1.53,环保行业
3274,000591,太阳能,4.49,-9.1,4043.0,-0.66,-8.04,4965,-0.88,-6.08,4756,-2.6,电力行业
3275,603069,海汽集团,21.02,-9.08,4032.0,-0.66,-5.8,4393,-0.71,-9.78,5366,-5.02,铁路公路
3276,000767,晋控电力,3.03,-4.51,2791.0,-0.66,0.72,1267,0.0,-2.03,2396,-0.66,电力行业
3277,300103,达刚控股,7.47,-2.71,2471.0,-0.66,0.27,1559,8.26,-1.37,2114,8.26,专用设备
3278,000821,京山轻机,12.06,-13.47,4778.0,-0.66,-0.13,1614,2.46,-5.32,4241,0.67,光伏设备
3279,002124,天邦食品,3.03,-11.67,4509.0,-0.66,-8.61,5055,-0.98,-7.97,5197,-1.62,农牧饲渔
3280,300364,中文在线,25.58,-13.55,4787.0,-0.66,-9.86,4948,-1.65,-4.01,3635,-1.46,文化传媒
3281,000404,长虹华意,7.52,-7.21,3607.0,-0.66,0.21,1585,1.76,-0.15,1409,5.03,家电行业
3282,301298,东利机械,17.94,-3.74,2729.0,-0.66,-0.95,2114,0.96,-2.59,2923,4.0,汽车零部件
3283,605399,晨光新材,13.62,-3.19,2581.0,-0.66,-2.93,3147,0.67,-4.71,4199,-1.73,化学制品
3284,601965,中国汽研,19.51,2.07,1357.0,-0.66,-1.41,2347,0.21,0.74,972,-2.89,汽车服务
3285,003028,振邦智能,35.97,-1.5,2185.0,-0.66,5.37,222,11.36,3.74,201,14.41,消费电子
3286,002702,海欣食品,4.49,-2.54,2432.0,-0.66,-7.08,4760,1.58,-6.08,4757,2.75,食品饮料
3287,002196,方正电机,9.0,-7.66,3706.0,-0.66,1.13,1204,1.93,-2.07,2590,1.47,电机
3288,300019,硅宝科技,21.17,-17.69,5194.0,-0.66,-5.81,4397,-0.33,-7.58,5119,-5.07,化学制品
3289,300785,值得买,34.3,-9.62,4163.0,-0.67,-2.16,2580,-4.4,-1.07,1816,0.23,互联网服务
3290,600847,万里股份,11.79,-5.51,3163.0,-0.67,-5.71,4360,1.64,-6.05,4749,3.97,电池
3291,600105,永鼎股份,8.84,-18.59,5259.0,-0.67,-12.02,5372,-1.56,-12.19,5455,-5.35,通信设备
3292,002237,恒邦股份,11.95,-8.48,3895.0,-0.67,-7.17,4784,-0.67,-3.99,3846,0.67,贵金属
3293,003025,思进智能,14.83,-12.8,4675.0,-0.67,-0.12,1729,2.91,-0.96,1872,6.0,通用设备
3294,300176,鸿特科技,7.44,-10.52,4309.0,-0.67,-3.17,3266,0.68,-2.54,2891,3.33,汽车零部件
3295,600322,津投城开,2.98,2.53,1273.0,-0.67,5.45,210,4.93,-1.81,2393,1.36,房地产开发
3296,000838,财信发展,2.97,-10.96,4392.0,-0.67,-5.1,4158,1.71,-6.41,4852,1.71,房地产开发
3297,601678,滨化股份,4.43,0.74,1628.0,-0.67,-4.01,3687,0.45,-3.77,3732,-1.12,化学原料
3298,300727,润禾材料,32.8,4.49,939.0,-0.67,-1.94,2616,12.71,-2.04,2558,15.57,化学制品
3299,300239,东宝生物,5.93,5.72,756.0,-0.67,-4.09,3737,-1.82,-0.59,1654,-0.5,生物制品
3300,002880,卫光生物,29.47,-17.02,5140.0,-0.67,0.48,1469,-1.44,-2.98,3207,-0.2,生物制品
3301,002135,东南网架,4.42,-6.04,3296.0,-0.67,0.44,1479,0.91,0.69,995,-0.45,工程建设
3302,000560,我爱我家,2.98,-7.72,3730.0,-0.67,-3.85,3617,0.34,-10.01,5379,-7.17,房地产服务
3303,688579,山大地纬,11.86,-1.52,2191.0,-0.67,-6.75,4674,-0.67,-10.64,5410,-1.25,软件开发
3304,301487,盟固利,22.24,-5.98,3285.0,-0.67,-4.21,3802,2.35,-6.41,4853,1.09,电池
3305,600481,双良节能,5.95,-11.26,4442.0,-0.67,-4.42,3902,-0.83,0.1,1270,0.51,光伏设备
3306,300244,迪安诊断,15.95,-7.41,3650.0,-0.68,-4.53,3953,-1.24,-3.52,3566,-1.36,医疗服务
3307,600499,科达制造,11.75,-5.23,3076.0,-0.68,-2.09,2694,5.1,-3.89,3798,8.29,专用设备
3308,002607,中公教育,2.93,-11.38,4458.0,-0.68,-3.77,3571,-1.35,-2.29,2724,-2.33,教育
3309,600182,S佳通,16.1,-18.97,5277.0,-0.68,-6.5,4607,1.0,-7.62,5128,-0.56,橡胶制品
3310,688312,燕麦科技,27.93,-13.99,4844.0,-0.68,-3.47,3439,-2.78,-1.18,2015,2.05,专用设备
3311,600550,保变电气,8.72,-18.6,5261.0,-0.68,-5.14,4171,-0.46,-5.92,4708,-2.13,电网设备
3312,300456,赛微电子,20.34,-2.58,2445.0,-0.68,0.3,1543,2.21,0.27,1190,4.74,半导体
3313,605077,华康股份,17.55,-3.96,2789.0,-0.68,-2.17,2754,-2.39,-2.57,2902,-1.63,食品饮料
3314,603895,天永智能,29.0,-8.43,3881.0,-0.68,-6.0,4454,-2.39,-1.06,1936,4.5,专用设备
3315,300498,温氏股份,17.51,-3.98,2793.0,-0.68,-2.16,2739,-0.11,1.31,743,-0.68,农牧饲渔
3316,301318,维海德,36.76,-3.61,2696.0,-0.68,-0.86,2060,2.62,-0.81,1772,4.58,消费电子
3317,688590,新致软件,21.95,-4.54,2800.0,-0.68,-4.24,3607,-4.65,0.34,1159,0.23,软件开发
3318,000008,神州高铁,2.91,-5.3,3100.0,-0.68,-1.78,2523,3.93,-1.92,2473,2.83,交运设备
3319,600825,新华传媒,7.27,-10.43,4293.0,-0.68,-9.6,5187,-0.95,-5.63,4606,-2.28,文化传媒
3320,603110,东方材料,16.08,-15.76,5034.0,-0.68,2.19,836,1.84,-0.06,1354,2.88,化学制品
3321,688479,友车科技,20.56,-7.65,3704.0,-0.68,2.63,729,-0.05,0.73,981,2.8,汽车服务
