序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
1173,600082,海泰发展,4.09,-6.97,3534.0,0.74,-8.7,5071,1.24,-5.8,4667,0.99,房地产开发
1174,300511,雪榕生物,6.81,0.25,1732.0,0.74,0.83,1323,6.24,-1.03,1910,4.13,农牧饲渔
1175,002728,特一药业,9.47,3.74,1064.0,0.74,-5.42,4263,-1.87,-1.94,2487,1.5,中药
1176,300761,立华股份,20.51,1.71,1430.0,0.74,2.2,833,3.07,2.25,477,6.27,农牧饲渔
1177,603336,宏辉果蔬,8.2,-3.81,2748.0,0.74,3.51,527,8.47,2.94,327,11.26,农牧饲渔
1178,002832,比音勒芬,16.24,3.34,1121.0,0.74,-2.72,3031,1.75,-4.1,3917,2.07,纺织服装
1179,002142,宁波银行,28.49,-4.97,3023.0,0.74,-7.69,4898,0.0,-4.8,4251,-1.52,银行
1180,002479,富春环保,5.44,-14.85,4941.0,0.74,-5.73,4368,2.45,-4.89,4291,2.64,环保行业
1181,300255,常山药业,44.79,-7.3,3629.0,0.74,-4.14,3767,4.28,-1.14,1979,6.62,化学制药
1182,000938,紫光股份,24.98,-0.22,1794.0,0.73,-2.33,2664,1.92,-3.69,3684,-0.48,互联网服务
1183,000929,*ST兰黄,8.3,-6.26,3350.0,0.73,-13.16,5419,1.84,-11.28,5435,5.46,酿酒行业
1184,600602,云赛智联,21.96,-0.29,1810.0,0.73,-8.59,4792,-2.05,-6.09,4760,-2.66,软件开发
1185,600141,兴发集团,24.81,-0.73,1992.0,0.73,0.69,1378,0.65,-4.55,4134,-3.61,化肥行业
1186,300371,汇中股份,13.83,-9.47,4127.0,0.73,-5.56,4313,3.67,-5.55,4576,5.9,仪器仪表
1187,605081,*ST太和,12.59,2.73,1232.0,0.72,-11.41,5335,1.12,-9.49,5349,-1.49,环保行业
1188,301408,华人健康,15.38,3.64,1081.0,0.72,-1.26,2265,3.22,-0.57,1647,8.08,医药商业
1189,688001,华兴源创,28.26,3.44,1105.0,0.71,-10.35,5258,3.21,-9.44,5342,2.1,专用设备
1190,600770,综艺股份,5.7,-7.34,3635.0,0.71,1.65,1000,4.59,0.4,1137,4.2,综合行业
1191,002233,塔牌集团,8.55,-5.05,3042.0,0.71,-2.7,3014,3.39,-0.85,1798,2.76,水泥建材
1192,002443,金洲管道,7.07,1.56,1467.0,0.71,-8.18,4986,3.82,-1.81,2396,3.51,钢铁行业
1193,601988,中国银行,5.66,8.85,401.0,0.71,-1.03,2155,0.18,3.8,192,3.1,银行
1194,688112,鼎阳科技,42.49,9.34,361.0,0.71,7.95,88,7.16,8.56,16,13.4,仪器仪表
1195,300026,红日药业,4.24,2.23,1326.0,0.71,-7.83,4925,-0.47,-4.48,4100,0.95,中药
1196,300685,艾德生物,23.95,-0.16,1782.0,0.71,-2.48,2742,0.71,-2.98,3014,0.34,医疗器械
1197,002182,宝武镁业,12.7,-5.25,3083.0,0.71,-0.31,1810,4.18,-1.48,2197,0.16,有色金属
1198,688052,纳芯微,173.4,5.86,739.0,0.7,-1.02,2151,-2.67,-1.86,2433,-0.34,半导体
1199,600578,京能电力,4.29,-0.15,1780.0,0.7,1.47,990,-0.23,3.12,283,0.0,电力行业
1200,600938,中国海油,26.03,-2.3,2376.0,0.7,-10.09,5233,0.0,-4.4,4062,-0.34,石油行业
1201,600284,浦东建设,7.18,-13.83,4814.0,0.7,-4.59,3972,5.43,3.68,208,4.66,工程建设
1202,688099,晶晨股份,72.06,6.56,655.0,0.7,1.44,1076,-0.81,-1.8,2392,-3.43,半导体
1203,688267,中触媒,30.58,4.2,990.0,0.69,1.12,1212,3.59,0.99,854,8.59,化学原料
1204,000968,蓝焰控股,7.27,-8.82,3977.0,0.69,-1.38,2320,2.25,-1.98,2516,1.68,燃气
1205,600841,动力新科,7.25,3.45,1104.0,0.69,3.65,495,6.3,2.14,496,8.05,汽车整车
1206,000526,学大教育,53.85,14.61,112.0,0.69,5.0,261,-3.03,0.52,1076,5.59,教育
1207,301099,雅创电子,39.34,-3.37,2628.0,0.69,-11.56,5345,2.58,-5.29,4473,8.94,贸易行业
1208,301348,蓝箭电子,21.81,-2.2,2354.0,0.69,-2.11,2712,2.73,-4.61,4163,0.6,半导体
1209,300471,厚普股份,11.62,-2.5,2426.0,0.69,-3.79,3586,2.02,-4.03,3871,2.83,专用设备
1210,002034,旺能环境,17.54,1.14,1558.0,0.69,3.7,484,2.04,-0.05,1348,2.04,环保行业
1211,300119,瑞普生物,21.98,1.13,1560.0,0.69,-5.4,4259,1.76,-4.57,4143,2.66,农药兽药
1212,603068,博通集成,35.46,0.12,1765.0,0.68,-1.19,2239,1.6,-2.79,3062,1.17,半导体
1213,688766,普冉股份,68.54,-0.3,1812.0,0.68,0.43,1384,1.99,-0.75,1738,7.16,半导体
1214,603162,海通发展,8.86,4.42,951.0,0.68,-2.5,2921,2.31,-3.18,3331,1.37,航运港口
1215,301153,中科江南,25.24,5.87,737.0,0.68,-0.95,2113,-0.98,-3.7,3696,-2.89,软件开发
1216,688601,力芯微,43.07,1.62,1454.0,0.68,-4.13,3763,1.13,-2.75,3038,1.51,半导体
1217,688789,宏华数科,74.2,-0.01,1813.0,0.68,-1.05,2170,1.94,-3.16,3322,0.56,专用设备
1218,301468,博盈特焊,26.85,1.85,1409.0,0.67,-6.9,4711,-2.51,-0.67,1699,4.8,专用设备
1219,002608,江苏国信,7.55,-1.27,2122.0,0.67,2.36,791,0.94,2.19,490,0.27,电力行业
1220,688048,长光华芯,75.0,-3.99,2797.0,0.67,-1.46,2372,-0.87,1.47,698,6.38,半导体
1221,002797,第一创业,7.5,6.5,659.0,0.67,-0.03,1694,0.94,-4.11,3922,-2.72,证券
1222,601766,中国中车,7.55,-10.88,4377.0,0.67,-9.08,5127,2.3,-7.71,5142,0.8,交运设备
1223,601658,邮储银行,6.0,1.67,1438.0,0.67,2.79,696,2.56,1.93,555,6.95,银行
1224,603950,长源东谷,25.37,-2.18,2347.0,0.67,4.7,304,6.46,2.7,379,6.78,汽车零部件
1225,688181,八亿时空,33.32,2.62,1254.0,0.66,4.48,331,4.85,-0.76,1744,4.06,光学光电子
1226,000592,平潭发展,3.03,4.45,947.0,0.66,4.28,367,1.34,-3.56,3604,0.0,农牧饲渔
1227,300571,平治信息,32.11,0.2,1743.0,0.66,-3.5,3454,2.26,-6.9,4990,0.72,通信服务
1228,301369,联动科技,62.48,0.53,1667.0,0.66,2.75,704,6.62,2.35,455,11.37,半导体
1229,001326,联域股份,36.53,-4.55,2803.0,0.66,-2.19,2605,2.27,-0.63,1677,5.52,光学光电子
1230,001332,锡装股份,39.82,3.2,1144.0,0.66,1.48,1061,3.67,-0.12,1394,6.05,专用设备
1231,300321,同大股份,33.34,4.48,940.0,0.66,-1.06,2174,10.76,-3.58,3617,13.87,化学制品
1232,600060,海信视像,21.49,-0.39,1830.0,0.66,-1.63,2311,-2.67,-2.94,2989,-4.83,家电行业
1233,002165,红 宝 丽,9.21,-1.06,2069.0,0.66,-2.85,3098,-1.92,-1.84,2411,1.66,化学制品
1234,300182,捷成股份,6.13,-0.53,1946.0,0.66,-2.27,2800,1.66,-1.05,1923,8.11,文化传媒
1235,600908,无锡银行,6.14,11.03,244.0,0.66,5.24,235,-0.65,4.76,127,0.82,银行
1236,601066,中信建投,26.09,-3.42,2641.0,0.66,-5.5,4294,1.12,-4.9,4295,-0.8,证券
1237,002317,众生药业,21.59,-4.58,2812.0,0.65,-2.26,2630,3.8,0.19,1229,9.43,中药
1238,300145,南方泵业,4.62,1.84,1411.0,0.65,0.22,1579,15.79,0.53,1070,23.53,通用设备
1239,301377,鼎泰高科,55.71,-0.72,1989.0,0.65,0.77,1346,7.3,-1.91,2470,1.29,通用设备
1240,000723,美锦能源,4.65,2.35,1310.0,0.65,-3.04,3205,0.65,-5.28,4466,-1.9,煤炭行业
1241,300328,宜安科技,12.37,-0.32,1814.0,0.65,-1.98,2479,6.73,-3.37,3262,5.55,小金属
1242,603324,盛剑科技,27.77,2.69,1233.0,0.65,-1.1,2197,2.47,-1.92,2478,2.93,半导体
1243,000937,冀中能源,6.24,-1.42,2167.0,0.65,-5.67,4347,1.79,-5.79,4661,1.63,煤炭行业
1244,002345,潮宏基,15.79,-0.34,1817.0,0.64,-3.28,3141,2.0,1.11,755,12.07,珠宝首饰
1245,600877,电科芯片,14.05,-6.3,3357.0,0.64,7.74,97,12.4,5.88,74,11.16,半导体
1246,688500,慧辰股份,85.98,3.73,1066.0,0.64,-1.83,2557,12.03,-2.33,2758,29.1,互联网服务
1247,301630,同宇新材,178.35,-1.01,2058.0,0.64,-0.14,1740,1.41,0.37,1150,1.64,电子化学品
1248,301133,金钟股份,25.19,4.46,945.0,0.64,0.73,1358,2.77,-0.41,1557,5.13,汽车零部件
1249,300466,赛摩智能,10.98,14.53,115.0,0.64,1.03,1252,2.23,-0.28,1474,5.07,电网设备
1250,600566,济川药业,26.79,6.82,625.0,0.64,4.62,315,-0.56,0.91,895,-1.87,中药
1251,002003,伟星股份,11.03,-8.71,3951.0,0.64,-7.0,4739,0.64,-4.12,3929,1.85,纺织服装
1252,000037,深南电A,9.41,3.53,1094.0,0.64,1.98,899,1.73,-0.3,1484,1.62,电力行业
1253,601877,正泰电器,23.65,5.44,794.0,0.64,1.42,1085,3.14,2.06,516,0.64,电网设备
1254,600067,冠城新材,3.16,1.86,1405.0,0.64,2.99,647,2.93,-0.1,1376,1.94,电网设备
1255,688363,华熙生物,53.65,5.27,814.0,0.64,3.95,427,3.99,1.48,696,1.49,美容护理
1256,603900,莱绅通灵,10.96,1.58,1461.0,0.64,6.8,129,11.84,5.21,99,12.76,珠宝首饰
1257,300879,大叶股份,33.4,4.59,923.0,0.63,-1.58,2440,0.85,-0.91,1848,1.52,专用设备
1258,688027,国盾量子,277.6,-2.39,2402.0,0.63,-5.97,4444,1.79,-6.04,4740,-1.59,通信设备
1259,603383,顶点软件,41.32,-1.29,2129.0,0.63,-2.35,2840,-0.65,-2.9,3148,-6.24,软件开发
1260,300673,佩蒂股份,16.07,0.94,1595.0,0.63,-1.82,2547,1.77,-3.83,3766,2.1,农牧饲渔
1261,300061,旗天科技,12.88,-1.16,2093.0,0.63,-4.37,3874,1.58,-6.24,4806,0.16,文化传媒
1262,301045,天禄科技,25.63,-8.13,3813.0,0.63,-11.43,5338,0.16,-3.96,3836,6.57,光学光电子
1263,603128,华贸物流,6.41,1.83,1414.0,0.63,-4.77,4034,1.1,-7.5,5106,-1.08,物流行业
1264,300049,福瑞股份,49.21,3.32,1125.0,0.63,2.9,670,12.4,-0.56,1643,11.28,医疗器械
1265,002098,浔兴股份,9.56,-1.59,2206.0,0.63,-5.33,4236,1.16,-8.55,5272,-0.73,纺织服装
1266,603391,力聚热能,40.3,9.16,379.0,0.62,4.09,402,0.78,3.02,307,0.98,通用设备
1267,301510,固高科技,32.72,1.2,1549.0,0.62,0.99,1271,2.31,-0.44,1570,4.54,仪器仪表
1268,300824,北鼎股份,12.92,0.98,1588.0,0.62,-0.24,1781,1.1,-1.1,1958,1.25,家电行业
1269,002472,双环传动,35.82,1.61,1457.0,0.62,-0.37,1838,3.53,-0.04,1339,5.38,汽车零部件
1270,601958,金钼股份,13.06,12.35,187.0,0.62,1.99,893,5.24,-0.48,1594,3.32,小金属
1271,600397,安源煤业,6.49,-9.14,4051.0,0.62,0.02,1658,5.7,-2.1,2619,5.53,煤炭行业
1272,688800,瑞可达,68.4,-0.01,1810.0,0.62,3.39,558,1.53,-0.51,1614,31.11,电子元件
1273,688787,海天瑞声,128.9,-1.74,2244.0,0.62,-8.14,4980,-4.83,-7.79,5156,-8.57,互联网服务
1274,603113,金能科技,8.09,0.72,1632.0,0.62,5.74,193,10.82,1.41,714,11.13,化学原料
1275,301315,威士顿,55.0,-4.35,2876.0,0.62,-3.1,3230,1.76,-3.52,3571,2.59,软件开发
1276,002708,光洋股份,11.37,0.11,1766.0,0.62,-0.91,2089,1.61,-0.29,1479,4.41,汽车零部件
1277,002014,永新股份,11.45,0.76,1624.0,0.62,-5.68,4351,-2.05,-4.43,4078,-1.46,包装材料
1278,000988,华工科技,51.7,4.51,935.0,0.62,-1.91,2597,1.17,0.98,855,0.49,电子元件
1279,000620,盈新发展,1.66,-11.22,4436.0,0.61,-3.27,3320,1.84,-0.25,1456,0.0,房地产开发
1280,001395,亚联机械,46.19,-0.81,2009.0,0.61,-6.57,4629,0.63,-3.93,3822,1.94,专用设备
1281,601377,兴业证券,6.63,2.23,1327.0,0.61,-4.0,3684,0.91,-4.82,4258,-1.34,证券
1282,600098,广州发展,6.58,17.73,58.0,0.61,1.18,1176,1.7,-0.03,1333,1.39,电力行业
1283,688383,新益昌,76.49,2.19,1332.0,0.61,2.28,816,20.04,0.66,1012,18.92,专用设备
1284,600641,万业企业,14.8,-11.16,4428.0,0.61,-10.71,5286,0.95,-10.2,5388,-1.92,房地产开发
1285,001206,依依股份,26.57,-5.32,3108.0,0.61,1.82,940,4.32,0.75,965,4.77,美容护理
1286,605080,浙江自然,27.0,-6.06,3301.0,0.6,-6.0,4453,2.0,-6.12,4772,1.43,纺织服装
1287,003010,若羽臣,51.98,1.08,1569.0,0.6,4.79,293,7.24,3.03,303,7.35,互联网服务
1288,002491,通鼎互联,5.02,-1.24,2113.0,0.6,-1.41,2345,1.21,-1.48,2198,2.03,通信设备
1289,300805,电声股份,11.86,4.82,884.0,0.59,-2.87,3112,2.15,-0.02,1324,6.08,文化传媒
1290,002668,TCL智家,10.31,1.21,1545.0,0.59,-5.56,4311,-1.62,0.75,962,0.59,家电行业
1291,300893,松原安全,25.76,-10.84,4369.0,0.59,-4.08,3731,3.08,-4.85,4278,3.0,汽车零部件
1292,603319,美湖股份,34.37,-6.14,3319.0,0.59,5.39,215,26.55,3.22,268,27.72,汽车零部件
1293,000958,电投产融,6.77,3.07,1170.0,0.59,-7.86,4928,-0.15,-5.93,4710,-1.02,电力行业
1294,300918,南山智尚,20.29,-1.09,2075.0,0.59,-4.88,4084,-0.2,-3.8,3748,4.32,纺织服装
1295,601916,浙商银行,3.39,6.1,701.0,0.59,-1.53,2401,-2.02,-0.03,1330,-0.88,银行
1296,688380,中微半导,29.05,-4.21,2848.0,0.59,-0.97,2128,2.65,-1.97,2511,2.9,半导体
1297,688105,诺唯赞,25.73,2.11,1348.0,0.59,-2.92,3141,2.47,-4.57,4145,-2.69,医疗器械
1298,301356,天振股份,18.86,9.09,383.0,0.59,0.19,1599,2.78,-1.62,2282,4.43,塑料制品
1299,601963,重庆银行,10.27,-1.12,2084.0,0.59,-1.52,2397,-1.06,-0.32,1498,1.28,银行
1300,688593,新相微,17.04,-4.58,2813.0,0.59,-6.8,4442,-0.47,-8.92,5033,-1.9,半导体
1301,600162,香江控股,1.71,0.76,1623.0,0.59,1.05,1247,1.79,-3.18,3330,-2.29,房地产开发
1302,002714,牧原股份,47.02,-7.4,3645.0,0.58,1.1,1223,1.64,-2.75,3033,-0.55,农牧饲渔
1303,000728,国元证券,8.67,3.16,1154.0,0.58,-0.08,1710,0.58,-2.7,3001,-0.8,证券
1304,002947,恒铭达,38.08,-0.41,1835.0,0.58,1.19,1089,12.2,0.78,947,11.35,消费电子
1305,300863,卡倍亿,36.27,-7.96,3776.0,0.58,-7.97,4956,0.47,-6.12,4771,-0.49,汽车零部件
1306,600846,同济科技,10.37,0.49,1678.0,0.58,-9.52,5177,-0.29,-9.41,5339,-2.54,工程建设
1307,600448,华纺股份,3.48,0.05,1774.0,0.58,2.43,778,2.96,0.81,929,3.57,纺织服装
1308,688366,昊海生科,55.22,-1.4,2160.0,0.58,-4.1,3744,1.56,-5.6,4593,0.47,医疗器械
1309,300496,中科创达,60.3,4.73,896.0,0.58,-2.61,2965,1.74,-2.91,3155,0.97,互联网服务
1310,600395,盘江股份,5.18,2.51,1276.0,0.58,-4.94,4105,1.57,-4.6,4157,0.78,煤炭行业
1311,688080,映翰通,48.61,-6.55,3425.0,0.58,-5.07,4142,0.48,-6.39,4849,-0.04,通信设备
1312,000933,神火股份,18.92,3.26,1132.0,0.58,1.17,1185,6.47,-3.73,3711,1.61,有色金属
1313,002911,佛燃能源,10.46,-6.7,3452.0,0.58,-7.67,4895,1.45,-4.82,4263,0.38,燃气
1314,300827,上能电气,24.24,-6.29,3355.0,0.58,-1.09,2184,4.03,-2.6,2928,2.41,光伏设备
1315,302132,中航成飞,85.62,-8.6,3923.0,0.58,-3.55,3477,0.99,-5.26,4461,-2.15,航天航空
1316,002928,华夏航空,8.67,-3.03,2538.0,0.58,-0.35,1829,2.0,-5.9,4699,1.76,航空机场
1317,002958,青农商行,3.52,-6.78,3475.0,0.57,-2.04,2678,-1.4,-1.04,1917,0.0,银行
1318,600127,金健米业,7.05,-0.82,2011.0,0.57,-1.92,2604,1.29,-2.05,2567,0.86,农牧饲渔
1319,300286,安科瑞,22.99,2.38,1303.0,0.57,-5.88,4414,0.7,-5.57,4585,1.77,电网设备
1320,301269,华大九天,112.08,11.73,205.0,0.57,-1.76,2517,2.42,-2.86,3118,0.0,软件开发
1321,600012,皖通高速,15.9,-17.4,5174.0,0.57,-5.75,4376,-1.3,-2.63,2952,-1.18,铁路公路
1322,603348,文灿股份,21.34,5.4,800.0,0.57,-4.65,3992,1.14,-7.61,5124,-0.09,汽车零部件
1323,300238,冠昊生物,17.62,-5.05,3041.0,0.57,-6.59,4631,-3.08,-0.46,1581,3.53,医疗器械
1324,600986,浙文互联,8.89,1.2,1547.0,0.57,-3.19,3282,1.02,-1.49,2206,1.37,文化传媒
1325,600280,中央商场,3.5,-1.52,2190.0,0.57,0.56,1433,0.57,-3.89,3797,0.0,商业百货
1326,002011,盾安环境,12.49,5.29,811.0,0.56,3.01,639,5.4,0.76,956,8.04,家电行业
1327,002939,长城证券,9.05,-1.45,2171.0,0.56,-1.38,2318,1.69,-6.33,4828,-0.98,证券
1328,002922,伊戈尔,17.88,-2.24,2367.0,0.56,-1.27,2268,2.46,0.88,910,7.78,电子元件
1329,002109,兴化股份,3.6,13.02,162.0,0.56,5.6,199,3.15,1.89,573,1.69,化学原料
1330,603155,新亚强,16.1,4.82,885.0,0.56,-3.3,3346,2.16,-8.0,5199,0.37,化学制品
1331,002286,保龄宝,10.73,7.2,583.0,0.56,-7.53,4869,-1.56,-6.36,4839,-0.09,食品饮料
1332,300332,天壕能源,5.41,0.34,1705.0,0.56,-0.84,2052,1.69,-1.73,2344,3.84,燃气
1333,300820,英杰电气,50.0,-6.13,3317.0,0.56,-5.34,4240,2.77,-4.25,3992,2.12,电源设备
1334,600050,中国联通,5.39,4.05,1015.0,0.56,0.69,1375,0.19,0.32,1168,-0.92,通信服务
1335,688335,复洁环保,14.53,-1.27,2123.0,0.55,-4.83,4067,1.4,-2.01,2543,3.64,环保行业
1336,600460,士兰微,27.19,0.41,1692.0,0.55,2.6,731,4.78,0.44,1122,3.03,半导体
1337,000563,陕国投Ａ,3.65,-3.34,2620.0,0.55,0.33,1520,0.55,-0.08,1364,-1.08,多元金融
1338,688337,普源精电,36.49,-9.09,4041.0,0.55,-0.8,2039,3.93,-2.55,2897,4.65,仪器仪表
1339,300032,金龙机电,5.53,9.65,329.0,0.55,-1.91,2596,2.22,-3.95,3825,2.03,消费电子
1340,300635,中达安,14.59,-1.33,2141.0,0.55,-3.77,3574,5.04,-1.78,2382,8.31,工程咨询服务
1341,001299,美能能源,12.7,-13.03,4704.0,0.55,-8.36,4762,0.63,-1.48,2059,5.75,燃气
1342,600551,时代出版,9.19,-4.94,3015.0,0.55,-6.66,4654,-1.5,-8.45,5260,-10.08,文化传媒
1343,002482,广田集团,1.82,2.55,1268.0,0.55,4.73,300,2.25,1.38,720,0.55,装修装饰
1344,600482,中国动力,23.74,20.04,36.0,0.55,2.46,774,1.63,3.6,220,1.58,船舶制造
1345,603501,豪威集团,120.56,6.26,680.0,0.55,-3.15,3251,-0.75,-5.38,4507,-3.45,半导体
1346,002127,南极电商,3.65,6.73,631.0,0.55,-5.94,4434,-1.35,-5.62,4599,-2.14,贸易行业
1347,688458,美芯晟,44.32,-1.38,2154.0,0.54,-1.72,2501,6.13,-3.0,3221,5.57,半导体
1348,600681,百川能源,3.75,3.14,1158.0,0.54,8.5,73,1.08,-1.17,2004,2.18,燃气
1349,002081,金 螳 螂,3.69,-7.48,3669.0,0.54,-5.44,4268,1.1,-4.01,3856,-0.54,装修装饰
1350,000960,锡业股份,18.5,-2.03,2307.0,0.54,1.74,968,2.89,-2.54,2888,-1.07,小金属
1351,600744,华银电力,7.51,-3.07,2551.0,0.54,1.16,1187,8.84,-1.09,1953,3.02,电力行业
1352,000719,中原传媒,13.09,-13.18,4731.0,0.54,-7.16,4529,-0.61,0.81,868,2.67,文化传媒
1353,600007,中国国贸,20.54,-3.32,2616.0,0.54,-5.49,4289,-0.34,-0.81,1774,-1.77,房地产开发
1354,000557,西部创业,5.66,-10.19,4248.0,0.53,-6.51,4364,2.72,-5.22,4200,4.81,物流行业
1355,600109,国金证券,9.48,5.14,826.0,0.53,0.33,1521,1.39,-4.14,3938,-1.35,证券
1356,002430,杭氧股份,22.8,-5.75,3221.0,0.53,-1.05,2168,2.01,-3.36,3458,0.8,专用设备
1357,603489,八方股份,28.47,-0.55,1954.0,0.53,-4.01,3690,2.37,-4.35,4044,1.9,电机
1358,300672,国科微,93.61,-0.08,1762.0,0.53,2.2,778,11.79,1.14,799,13.6,半导体
1359,603508,思维列控,34.37,2.15,1339.0,0.53,0.14,1616,15.34,-0.16,1416,17.38,软件开发
1360,688533,上声电子,28.55,5.9,732.0,0.53,-1.38,2326,3.29,-1.0,1897,4.39,汽车零部件
1361,002697,红旗连锁,5.73,5.1,837.0,0.53,-2.74,3042,-0.17,-4.03,3868,-2.72,商业百货
1362,688567,孚能科技,16.93,7.64,534.0,0.53,2.03,882,4.25,-1.78,2381,-0.53,电池
1363,688550,瑞联新材,42.47,-5.77,3230.0,0.52,-7.79,4919,-0.54,-1.11,1966,2.66,电子化学品
1364,688331,荣昌生物,65.73,-5.53,3166.0,0.52,-0.78,2027,3.19,-4.09,3909,-5.87,生物制品
1365,300395,菲利华,75.97,1.05,1574.0,0.52,-0.74,2013,-2.54,-5.88,4693,-8.51,非金属材料
1366,000517,荣安地产,1.95,-12.98,4695.0,0.52,-7.25,4549,4.28,-10.18,5114,-1.52,房地产开发
1367,000990,诚志股份,7.74,9.47,346.0,0.52,-1.2,2240,-0.9,0.57,1051,-2.64,化学原料
1368,301429,森泰股份,21.09,-0.44,1844.0,0.52,-3.67,3330,3.69,-1.99,2529,6.46,装修建材
1369,301260,格力博,23.19,7.64,535.0,0.52,2.9,668,9.49,-1.11,1963,10.64,专用设备
1370,688486,龙迅股份,64.13,-7.96,3777.0,0.52,-2.52,2930,-3.2,-1.93,2483,-8.97,半导体
1371,600287,江苏舜天,5.86,1.22,1543.0,0.51,-8.85,5098,2.09,-9.33,5333,1.74,商业百货
1372,300619,金银河,27.35,-14.39,4895.0,0.51,-4.38,3880,4.47,-6.96,5001,0.15,电池
1373,605155,西大门,13.7,-1.82,2264.0,0.51,6.69,136,8.13,3.12,284,9.69,家用轻工
1374,001201,东瑞股份,17.74,-1.87,2279.0,0.51,-5.17,4191,3.68,-5.27,4465,2.01,农牧饲渔
1375,603690,至纯科技,25.66,-9.9,4211.0,0.51,-4.05,3500,1.83,-5.29,4232,-0.04,专用设备
1376,002601,龙佰集团,17.74,7.04,595.0,0.51,6.12,165,1.9,2.26,474,2.78,化学原料
1377,603967,中创物流,11.87,8.8,408.0,0.51,-8.48,5037,0.0,-4.88,4287,1.54,物流行业
1378,601799,星宇股份,122.2,-3.02,2537.0,0.51,-1.4,2339,0.21,-3.46,3534,1.74,汽车零部件
1379,603027,千禾味业,11.89,-10.2,4252.0,0.51,-13.18,5149,0.68,-8.09,4946,-0.83,食品饮料
1380,301223,中荣股份,17.91,-2.56,2444.0,0.51,3.43,546,2.93,-0.47,1591,3.77,包装材料
1381,001230,劲旅环境,25.85,0.63,1651.0,0.51,0.81,1335,11.18,0.0,1309,18.04,环保行业
1382,002962,五方光电,15.68,6.33,671.0,0.51,0.55,1439,2.62,-1.73,2346,2.75,光学光电子
1383,600055,万东医疗,17.85,-5.03,3037.0,0.51,-7.33,4821,1.25,-8.21,5223,0.28,医疗器械
1384,603636,南威软件,13.76,-3.2,2582.0,0.51,-4.06,3716,3.77,-6.55,4887,-0.36,互联网服务
1385,000159,国际实业,5.99,-6.2,3334.0,0.5,0.3,1544,4.54,-2.62,2942,3.45,石油行业
1386,003012,东鹏控股,6.07,1.43,1493.0,0.5,-0.9,2079,1.68,-1.23,2037,-1.3,装修建材
1387,600780,通宝能源,6.07,15.65,92.0,0.5,0.71,1366,0.83,0.66,1010,-0.65,电力行业
1388,002039,黔源电力,15.94,20.7,32.0,0.5,4.67,309,0.5,3.74,202,-1.06,电力行业
1389,603583,捷昌驱动,38.48,-13.87,4823.0,0.5,-5.63,4334,-0.05,0.26,1196,6.71,专用设备
1390,600758,辽宁能源,4.06,0.26,1729.0,0.5,-3.27,3323,2.53,-3.51,3556,2.01,煤炭行业
1391,600390,五矿资本,6.07,-5.45,3144.0,0.5,-9.52,5176,-0.16,-9.28,5327,-2.72,多元金融
1392,300622,博士眼镜,34.42,-4.75,2847.0,0.5,-2.0,2496,2.81,-3.69,3687,1.89,商业百货
1393,600571,信雅达,18.18,-3.83,2753.0,0.5,-6.12,4491,1.06,-4.4,4063,-3.19,互联网服务
1394,601099,太平洋,4.07,1.52,1472.0,0.49,-2.71,3021,0.99,-5.23,4441,-2.16,证券
1395,002546,新联电子,6.12,-10.75,4353.0,0.49,-5.09,4148,2.68,-3.63,3643,4.44,电网设备
1396,601628,中国人寿,40.68,9.76,325.0,0.49,5.26,233,-1.38,1.79,602,-3.14,保险
1397,603817,海峡环保,6.1,-16.74,5111.0,0.49,-4.34,3863,0.83,-4.97,4327,1.16,环保行业
1398,600508,上海能源,12.36,-7.81,3747.0,0.49,-0.9,2081,1.64,-1.89,2453,0.98,煤炭行业
1399,002357,富临运业,10.19,-7.69,3720.0,0.49,-10.34,5255,-7.78,-5.06,4373,-3.96,铁路公路
1400,300908,仲景食品,30.68,-10.74,4351.0,0.49,-5.32,4234,1.15,-3.67,3680,4.14,食品饮料
1401,002936,郑州银行,2.1,-3.71,2716.0,0.48,0.17,1603,-0.47,-0.5,1608,-1.41,银行
1402,600548,深高速,10.42,-4.66,2827.0,0.48,0.33,1420,0.48,1.95,549,0.58,铁路公路
1403,002562,兄弟科技,6.24,0.47,1681.0,0.48,-0.25,1786,4.7,-0.13,1395,8.33,化学制品
1404,601166,兴业银行,22.99,6.67,639.0,0.48,1.33,1121,-0.43,2.55,412,1.23,银行
1405,300380,安硕信息,47.68,-4.19,2845.0,0.48,-5.14,4175,0.42,-6.67,4926,-2.42,软件开发
1406,600666,奥瑞德,4.18,-14.17,4869.0,0.48,-5.65,4102,5.82,-3.05,3051,13.59,光学光电子
1407,603386,骏亚科技,14.64,1.52,1474.0,0.48,-1.81,2543,2.88,-3.19,3344,0.55,电子元件
1408,301539,宏鑫科技,20.92,4.39,960.0,0.48,-0.29,1804,2.4,-3.6,3635,3.0,汽车零部件
1409,002063,远光软件,6.34,-3.06,2548.0,0.48,-0.61,1943,0.96,2.56,409,1.93,软件开发
1410,300349,金卡智能,12.68,-2.91,2512.0,0.48,-0.97,2127,0.79,-2.39,2797,2.42,仪器仪表
1411,603312,西典新能,46.39,-7.67,3714.0,0.48,-4.7,4010,6.91,0.1,1274,21.28,电网设备
