序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3140,301175,中科环保,5.62,-0.53,-0.03,188046.0,105581094.0,1.24,5.65,5.58,5.64,5.65,0.85,3.02,21.07,2.3,8271965600.0,3494965600.0,0.0,0.0,10.2,6.64
3141,002399,海普瑞,13.07,-0.53,-0.07,43310.0,56642980.48,2.28,13.26,12.96,13.14,13.14,0.72,0.35,30.62,1.6,19177561386.0,16300926271.0,-0.08,0.08,17.43,25.19
3142,000681,视觉中国,20.69,-0.53,-0.11,213630.0,441250378.73,1.39,20.8,20.51,20.75,20.8,0.57,3.16,203.38,4.05,14494947151.0,13988380577.0,0.0,0.15,0.73,-0.62
3143,603990,麦迪科技,15.12,-0.53,-0.08,116760.0,176738127.0,2.63,15.4,15.0,15.23,15.2,0.78,3.81,49.07,5.63,4630994893.0,4630994893.0,0.07,0.0,-8.2,47.08
3144,300941,创识科技,28.05,-0.53,-0.15,64305.0,179977740.22,1.7,28.27,27.79,27.95,28.2,0.71,5.41,473.55,4.54,5743237500.0,3335273413.0,0.07,0.04,21.85,-7.06
3145,600969,郴电国际,7.53,-0.53,-0.04,54456.0,41122819.0,1.32,7.61,7.51,7.55,7.57,0.76,1.47,64.22,0.78,2786480145.0,2786480145.0,-0.13,0.0,-2.71,17.11
3146,002390,信邦制药,3.75,-0.53,-0.02,190433.0,71687671.32,2.12,3.81,3.73,3.77,3.77,0.84,1.03,44.18,1.09,7289444505.0,6946144035.0,0.0,0.0,5.63,-17.04
3147,300425,中建环能,5.58,-0.53,-0.03,66054.0,36966719.0,1.25,5.63,5.56,5.63,5.61,0.87,0.97,-400.88,1.62,3806814680.0,3787395699.0,0.0,0.0,5.68,-3.79
3148,600567,山鹰国际,1.89,-0.53,-0.01,1033789.0,195649755.0,1.58,1.91,1.88,1.9,1.9,0.75,1.89,78.78,0.67,10340814764.0,10340814764.0,-0.53,-0.53,6.18,-3.57
3149,603876,鼎胜新材,9.44,-0.53,-0.05,107910.0,101693300.0,1.69,9.53,9.37,9.51,9.49,0.84,1.16,25.72,1.25,8772282491.0,8772282491.0,0.11,0.0,8.88,7.39
3150,002801,微光股份,35.52,-0.53,-0.19,38652.0,137452984.2,2.1,35.95,35.2,35.83,35.71,0.65,3.34,23.66,4.65,8156528640.0,4113311904.0,0.11,0.03,-0.84,47.32
3151,603077,和邦生物,1.89,-0.53,-0.01,658972.0,124687111.0,1.58,1.91,1.88,1.9,1.9,0.97,0.75,333.36,0.92,16691288786.0,16691288786.0,0.0,0.0,6.18,-7.35
3152,002441,众业达,9.45,-0.53,-0.05,55777.0,52730512.41,1.47,9.55,9.41,9.53,9.5,0.87,1.4,12.95,1.14,5145937105.0,3771303439.0,0.11,0.21,12.1,26.34
3153,002319,乐通股份,13.15,-0.53,-0.07,52543.0,69037308.0,2.12,13.28,13.0,13.18,13.22,0.92,2.63,-758.11,15.28,2754563507.0,2630000000.0,0.15,0.08,26.69,23.71
3154,002318,久立特材,22.4,-0.53,-0.12,85257.0,190068668.92,1.33,22.5,22.2,22.5,22.52,0.85,0.89,14.06,3.03,21888624128.0,21386667053.0,-0.09,0.0,-6.35,-0.31
3155,002629,仁智股份,7.51,-0.53,-0.04,145563.0,108611781.0,2.52,7.59,7.4,7.54,7.55,0.71,4.09,-278.0,59.44,3199995980.0,2673187752.0,0.0,-0.27,49.6,76.71
3156,301603,乔锋智能,60.48,-0.53,-0.32,21073.0,126597124.8,2.07,60.79,59.53,60.58,60.8,0.61,5.58,24.49,3.43,7303564800.0,2282061600.0,-0.03,0.03,8.17,41.91
3157,600821,金开新能,5.61,-0.53,-0.03,150621.0,84592979.0,1.06,5.65,5.59,5.64,5.64,0.86,0.75,23.27,1.21,11204647971.0,11204647971.0,0.0,-0.18,3.31,5.85
3158,600189,泉阳泉,7.3,-0.54,-0.04,80367.0,58726225.0,1.09,7.35,7.27,7.32,7.34,0.8,1.12,255.46,4.29,5220944028.0,5220944028.0,-0.14,0.0,1.39,1.25
3159,301261,恒工精密,81.61,-0.54,-0.44,22366.0,182058137.81,2.08,82.4,80.69,82.0,82.05,0.51,5.97,89.88,4.74,7172718896.0,3059013827.0,0.06,0.05,-4.46,98.42
3160,300594,朗进科技,20.13,-0.54,-0.11,38488.0,77540173.76,2.47,20.4,19.9,20.35,20.24,0.92,4.23,-34.66,2.24,1849412549.0,1831792256.0,0.05,0.15,17.79,17.44
3161,603122,合富中国,7.33,-0.54,-0.04,50993.0,37533162.0,2.44,7.47,7.29,7.41,7.37,0.82,1.28,-121.55,2.62,2917725800.0,2917725800.0,0.0,0.14,11.4,6.54
3162,300560,中富通,14.69,-0.54,-0.08,70359.0,103005238.4,1.69,14.79,14.54,14.7,14.77,0.69,3.76,109.99,3.52,3374933807.0,2746512692.0,0.14,0.14,17.15,-5.1
3163,301103,何氏眼科,23.74,-0.54,-0.13,23750.0,56819470.91,2.64,24.28,23.65,23.88,23.87,0.93,2.86,28.83,1.99,3751548422.0,1972559710.0,0.04,0.08,14.02,18.88
3164,603901,永创智能,10.98,-0.54,-0.06,86928.0,95426933.0,1.9,11.09,10.88,11.06,11.04,0.64,1.81,32.91,2.26,5354656512.0,5272680381.0,0.0,0.09,4.97,49.18
3165,300892,品渥食品,33.09,-0.54,-0.18,22614.0,75100309.12,1.92,33.6,32.96,33.34,33.27,1.09,3.5,140.11,3.17,3309000000.0,2136373125.0,-0.03,0.09,-7.26,3.73
3166,301336,趣睡科技,57.39,-0.54,-0.31,13013.0,75028642.0,1.56,58.2,57.3,58.08,57.7,0.7,4.28,59.91,2.82,2295600000.0,1746394745.0,-0.02,0.0,-5.3,6.73
3167,838670,恒进感应,18.42,-0.54,-0.1,17843.0,32737269.04,2.59,18.63,18.15,18.57,18.52,0.55,2.7,145.15,5.61,2468280000.0,1215773418.0,0.22,0.11,-7.99,18.69
3168,605337,李子园,12.82,-0.54,-0.07,44371.0,57010872.0,0.93,12.92,12.8,12.86,12.89,0.75,1.14,18.9,3.18,5001105640.0,5001105640.0,0.0,-0.16,1.34,18.7
3169,002136,安 纳 达,11.13,-0.54,-0.06,83441.0,92615289.0,1.88,11.24,11.03,11.17,11.19,1.09,3.89,-45.55,2.08,2393172600.0,2386892609.0,0.18,0.18,-8.55,14.15
3170,002663,普邦股份,1.85,-0.54,-0.01,148841.0,27616186.35,1.61,1.87,1.84,1.87,1.86,0.67,1.07,-458.08,1.3,3188195469.0,2583429050.0,0.0,0.0,2.78,-7.04
3171,002853,皮阿诺,12.98,-0.54,-0.07,33199.0,43282064.0,1.07,13.1,12.96,13.1,13.05,1.11,2.58,-149.75,2.54,2374249005.0,1670588499.0,-0.15,-0.15,-6.69,18.32
3172,000837,秦川机床,12.97,-0.54,-0.07,415144.0,536619728.01,2.84,13.15,12.78,13.0,13.04,0.69,4.12,120.33,2.7,13229475706.0,13065995341.0,0.08,0.08,-1.89,44.59
3173,603677,奇精机械,20.33,-0.54,-0.11,25814.0,52535859.0,1.42,20.55,20.26,20.44,20.44,0.7,1.34,52.94,3.48,3915575585.0,3915575585.0,0.0,0.0,-9.04,53.67
3174,002902,铭普光磁,22.05,-0.54,-0.12,103801.0,228001510.19,1.76,22.19,21.8,22.08,22.17,0.49,5.84,-27.58,5.7,5181949817.0,3916791024.0,0.0,0.09,22.03,-5.69
3175,603350,安乃达,38.58,-0.54,-0.21,24736.0,95238618.0,2.37,39.1,38.18,38.41,38.79,0.99,5.62,35.66,3.5,4491290700.0,1697520000.0,0.0,0.03,-6.36,8.52
3176,872190,雷神科技,31.2,-0.54,-0.17,14835.0,46514717.57,1.69,31.63,31.1,31.51,31.37,0.77,1.5,82.16,3.67,3120000031.0,3078661591.0,0.03,-0.1,-6.53,7.59
3177,603335,迪生力,5.48,-0.54,-0.03,135536.0,74308380.0,1.81,5.55,5.45,5.53,5.51,0.87,3.17,-25.93,9.94,2346232408.0,2346232408.0,0.18,0.18,12.99,-1.26
3178,002108,沧州明珠,3.62,-0.55,-0.02,232387.0,83988045.05,1.1,3.64,3.6,3.63,3.64,0.73,1.41,31.2,1.21,6028728626.0,5967076616.0,0.0,0.0,-1.09,3.72
3179,301469,恒达新材,29.16,-0.55,-0.16,10632.0,30982215.72,1.53,29.4,28.95,29.4,29.32,0.5,2.31,49.3,1.95,2609236800.0,1343071255.0,0.07,-0.07,15.94,25.96
3180,605258,协和电子,32.45,-0.55,-0.18,19044.0,61924281.0,2.15,32.97,32.27,32.95,32.63,0.64,2.16,59.83,2.46,2855600000.0,2855600000.0,0.03,0.06,16.14,9.44
3181,002538,司尔特,5.43,-0.55,-0.03,89989.0,48953476.86,1.28,5.48,5.41,5.46,5.46,0.96,1.05,30.59,0.88,4634807793.0,4634777657.0,0.18,0.0,9.26,-1.27
3182,601816,京沪高铁,5.45,-0.55,-0.03,1048942.0,573611093.0,0.91,5.5,5.45,5.48,5.48,1.18,0.21,22.49,1.34,266644952567.0,266644952567.0,-0.18,-0.18,-7.16,-9.77
3183,688739,成大生物,28.77,-0.55,-0.16,21274.0,61416863.0,1.07,29.04,28.73,28.93,28.93,0.73,0.51,41.48,1.29,11981266500.0,11981266500.0,-0.1,-0.1,15.87,15.13
3184,002327,富安娜,7.29,-0.55,-0.04,116291.0,85041260.08,1.36,7.37,7.27,7.34,7.33,2.02,2.38,27.21,1.78,6110809979.0,3555666678.0,0.0,-0.14,-2.54,-11.31
3185,603041,美思德,12.74,-0.55,-0.07,35400.0,45343081.0,2.19,12.99,12.71,12.81,12.81,0.98,1.93,48.2,1.58,2333301596.0,2333301596.0,-0.16,0.08,13.35,20.53
3186,600704,物产中大,5.4,-0.55,-0.03,571787.0,309527508.0,1.47,5.46,5.38,5.44,5.43,1.29,1.11,7.1,0.7,27924371406.0,27924371406.0,0.0,0.0,4.85,11.34
3187,300997,欢乐家,16.16,-0.55,-0.09,27637.0,44781040.24,1.48,16.34,16.1,16.2,16.25,0.88,0.72,51.6,6.79,7069571356.0,6237877257.0,0.06,0.06,8.24,6.53
3188,301329,信音电子,21.7,-0.55,-0.12,20241.0,43851077.25,1.74,21.94,21.56,21.77,21.82,0.8,3.38,55.8,2.38,3693340000.0,1300784800.0,0.0,0.05,14.51,4.38
3189,688172,燕东微,20.04,-0.55,-0.11,46120.0,92230617.0,2.13,20.23,19.8,20.15,20.15,1.01,0.79,-33.97,1.55,28616681064.0,11728446292.0,0.0,0.25,4.87,-0.05
3190,000803,山高环能,7.23,-0.55,-0.04,213332.0,154261567.4,5.5,7.5,7.1,7.25,7.27,0.95,4.64,30.12,2.34,3405245474.0,3324265649.0,0.84,0.42,27.96,40.94
3191,600519,贵州茅台,1437.04,-0.55,-7.96,42019.0,6095342036.0,2.01,1465.07,1436.0,1449.0,1445.0,1.47,0.33,19.88,7.56,1805206486512.0,1805206486512.0,0.02,-0.07,-7.37,-3.97
3192,601890,亚星锚链,10.84,-0.55,-0.06,607129.0,664077257.0,4.5,11.23,10.74,10.92,10.9,0.74,6.33,49.52,2.9,10399896000.0,10399896000.0,-0.09,0.0,24.03,40.96
3193,601330,绿色动力,7.22,-0.55,-0.04,33117.0,23930927.0,1.38,7.29,7.19,7.26,7.26,0.7,0.33,13.6,1.25,10060732523.0,7141254825.0,0.0,0.0,3.74,13.52
3194,000713,丰乐种业,7.19,-0.55,-0.04,180874.0,130310242.52,1.11,7.25,7.17,7.21,7.23,0.9,2.95,-104.22,2.22,4414767706.0,4414767706.0,0.0,-0.14,1.13,2.28
3195,002983,芯瑞达,21.75,-0.55,-0.12,24681.0,53580752.93,1.83,21.98,21.58,21.87,21.87,0.82,1.93,26.41,3.65,4859716035.0,2786794201.0,0.0,0.0,10.46,12.17
3196,300074,华平股份,5.36,-0.56,-0.03,126026.0,67335067.2,2.23,5.41,5.29,5.39,5.39,0.63,2.32,-42.91,2.89,2914715472.0,2905829064.0,0.19,0.37,19.38,34.67
3197,301333,诺思格,54.86,-0.56,-0.31,20218.0,110217913.0,4.02,55.96,53.74,55.08,55.17,0.68,3.54,50.8,2.87,5298447704.0,3134937066.0,-0.05,0.11,25.57,10.09
3198,870976,视声智能,26.73,-0.56,-0.15,7412.0,19935006.3,1.53,27.11,26.7,27.0,26.88,0.74,1.74,31.14,7.63,1896584382.0,1139425056.0,-0.15,-0.26,-2.52,45.59
3199,832978,开特股份,23.25,-0.56,-0.13,16200.0,37597101.54,1.8,23.45,23.03,23.4,23.38,0.57,1.62,25.96,6.34,4167829131.0,2331497166.0,0.0,0.0,-5.91,76.54
3200,002469,三维化学,8.86,-0.56,-0.05,120485.0,106771006.0,1.57,8.94,8.8,8.88,8.91,0.8,1.92,27.89,2.22,5748922902.0,5572008911.0,0.11,0.23,-2.64,26.57
3201,600851,海欣股份,7.06,-0.56,-0.04,69547.0,49160159.0,2.54,7.18,7.0,7.12,7.1,0.74,0.94,64.51,2.02,8521820246.0,5211735137.0,0.14,0.14,8.62,22.57
3202,000601,韶能股份,5.35,-0.56,-0.03,226636.0,121679627.0,1.86,5.43,5.33,5.39,5.38,0.75,2.1,30.14,1.41,5780951429.0,5780461278.0,-0.19,0.19,-3.95,38.6
3203,002603,以岭药业,16.1,-0.56,-0.09,173033.0,279912643.18,2.29,16.39,16.02,16.22,16.19,0.81,1.26,20.63,2.55,26898356554.0,22167268723.0,0.0,0.19,9.08,0.56
3204,603703,盛洋科技,10.64,-0.56,-0.06,58905.0,62753271.0,1.4,10.74,10.59,10.72,10.7,0.67,1.42,176.28,5.46,4415409757.0,4415409757.0,0.0,0.0,-4.66,-3.36
3205,301390,经纬股份,39.12,-0.56,-0.22,10569.0,41455554.89,2.26,39.78,38.89,39.78,39.34,0.68,3.64,372.36,2.46,2347200000.0,1136464558.0,0.08,-0.1,15.43,16.53
3206,300735,光弘科技,28.27,-0.56,-0.16,204326.0,580638571.79,2.64,28.9,28.15,28.17,28.43,0.54,2.7,153.05,4.54,21696113678.0,21403486300.0,-0.04,-0.04,6.96,1.91
3207,002238,天威视讯,8.84,-0.56,-0.05,74790.0,66240356.38,1.91,8.98,8.81,8.89,8.89,0.74,0.93,-176.36,3.2,7094622974.0,7094622974.0,-0.11,0.11,7.02,10.78
3208,833075,柏星龙,32.21,-0.56,-0.18,12817.0,41283145.49,2.44,32.6,31.81,32.2,32.39,0.67,3.67,179.86,5.5,2087691150.0,1123448209.0,0.03,0.0,2.06,22.66
3209,601360,三六零,10.67,-0.56,-0.06,825035.0,878675682.0,1.12,10.71,10.59,10.69,10.73,0.56,1.18,-68.35,2.55,74685282569.0,74685282569.0,0.0,0.28,5.12,4.1
3210,000503,国新健康,10.69,-0.56,-0.06,135970.0,145188024.18,1.58,10.77,10.6,10.77,10.75,0.57,1.39,-57.54,7.71,10490230967.0,10467575308.0,0.09,0.0,1.91,-2.64
3211,300992,泰福泵业,28.44,-0.56,-0.16,56575.0,159251775.33,4.02,28.86,27.71,28.02,28.6,1.18,7.3,31.08,3.14,2711399979.0,2203902399.0,0.11,0.89,16.89,6.4
3212,002227,奥 特 迅,14.1,-0.56,-0.08,105820.0,148078957.78,2.96,14.24,13.82,14.17,14.18,1.32,4.3,-48.91,3.54,3494066997.0,3467708401.0,0.0,0.14,16.05,14.54
3213,688128,中国电研,27.94,-0.57,-0.16,35772.0,100210987.0,2.38,28.45,27.78,28.17,28.1,0.74,0.88,22.36,3.58,11301730000.0,11301730000.0,-0.07,-0.18,14.93,36.23
3214,301272,英华特,40.26,-0.57,-0.23,9670.0,39025721.0,2.1,40.91,40.06,40.91,40.49,0.89,3.09,-291.83,2.38,2355302598.0,1261285410.0,-0.05,-0.32,12.02,18.73
3215,688247,宣泰医药,12.25,-0.57,-0.07,44216.0,54280434.0,3.17,12.55,12.16,12.38,12.32,0.76,3.11,67.76,4.35,5553415000.0,1743439600.0,0.08,0.0,28.81,22.26
3216,300331,苏大维格,22.52,-0.57,-0.13,91745.0,205619174.08,2.47,22.64,22.08,22.38,22.65,0.75,4.45,84.31,3.78,5847594681.0,4643101874.0,0.0,-0.04,10.18,4.11
3217,688165,埃夫特-U,24.35,-0.57,-0.14,101512.0,245552638.0,2.82,24.6,23.91,24.49,24.49,0.57,1.95,-47.16,8.06,12705343000.0,12705343000.0,-0.08,-0.04,-8.97,-7.77
3218,600929,雪天盐业,5.26,-0.57,-0.03,90608.0,47718232.0,0.76,5.29,5.25,5.29,5.29,0.97,0.55,61.25,1.14,8630143279.0,8624430119.0,0.0,0.0,3.95,-4.36
3219,600352,浙江龙盛,10.53,-0.57,-0.06,154153.0,162709260.0,1.13,10.63,10.51,10.63,10.59,0.96,0.47,21.63,1.01,34257584486.0,34257584486.0,-0.19,-0.28,10.15,4.88
3220,603022,新通联,10.43,-0.57,-0.06,48715.0,50892760.0,0.95,10.51,10.41,10.5,10.49,0.72,2.44,41.76,2.63,2086000000.0,2086000000.0,0.0,-0.1,19.06,44.46
3221,300913,兆龙互连,50.83,-0.57,-0.29,134711.0,690165480.42,2.33,51.79,50.6,51.0,51.12,0.9,5.27,121.92,12.98,15895083000.0,13004952229.0,0.02,0.06,22.04,6.29
3222,603135,中重科技,10.51,-0.57,-0.06,76719.0,80242030.0,1.89,10.57,10.37,10.54,10.57,1.13,3.04,120.55,2.23,6616445221.0,2655426710.0,0.0,-0.1,1.55,19.57
3223,300813,泰林生物,24.55,-0.57,-0.14,20536.0,50235784.52,3.89,25.18,24.22,25.18,24.69,0.82,2.7,210.84,3.67,2975440826.0,1867053842.0,-0.2,-0.2,29.21,42.98
3224,002568,百润股份,24.5,-0.57,-0.14,56909.0,139803703.44,1.26,24.76,24.45,24.6,24.64,0.75,0.79,35.44,5.87,25709539398.0,17707577738.0,0.0,0.04,-3.54,-11.58
3225,301305,朗坤科技,19.26,-0.57,-0.11,35180.0,67825499.0,1.45,19.44,19.16,19.37,19.37,0.94,2.84,15.12,1.27,4646055209.0,2382721124.0,0.05,0.05,9.49,9.31
3226,000425,徐工机械,8.79,-0.57,-0.05,648509.0,569621794.33,1.58,8.87,8.73,8.83,8.84,0.51,0.8,12.77,1.74,103315161996.0,71171212867.0,0.11,0.23,5.02,13.27
3227,300174,元力股份,15.52,-0.58,-0.09,46501.0,72095795.44,1.54,15.67,15.43,15.61,15.61,0.88,1.28,30.17,1.71,5652544787.0,5632862370.0,0.13,0.0,7.93,7.11
3228,600531,豫光金铅,8.5,-0.58,-0.05,240204.0,203965337.0,1.17,8.54,8.44,8.53,8.55,0.7,2.2,10.13,1.7,9267195975.0,9267195975.0,-0.12,0.12,25.55,37.1
3229,600491,龙元建设,3.45,-0.58,-0.02,160060.0,55140290.0,1.15,3.47,3.43,3.46,3.47,0.68,1.05,6.85,0.51,5277664945.0,5277664945.0,-0.29,-0.29,-12.21,-7.75
3230,600556,天下秀,5.11,-0.58,-0.03,280235.0,143051077.0,1.17,5.14,5.08,5.12,5.14,0.66,1.55,173.21,2.41,9237590451.0,9237590451.0,0.0,0.2,7.13,-1.54
3231,000655,金岭矿业,8.59,-0.58,-0.05,117691.0,100903629.19,1.74,8.68,8.53,8.65,8.64,0.82,1.98,26.04,1.53,5113972576.0,5113972576.0,0.23,0.35,28.02,42.22
3232,689009,九号公司-WD,61.74,-0.58,-0.36,137237.0,845589841.0,2.95,62.83,61.0,62.0,62.1,0.86,2.47,17.89,6.54,44418513432.0,34270284380.0,0.0,0.05,-3.33,33.12
3233,002791,坚朗五金,22.37,-0.58,-0.13,29759.0,66685754.61,0.89,22.53,22.33,22.5,22.5,0.64,1.56,-48.73,1.44,7916407741.0,4278850473.0,0.04,0.04,-1.11,-0.75
3234,688251,井松智能,24.05,-0.58,-0.14,49121.0,119710592.0,5.79,25.2,23.8,24.35,24.19,1.11,8.19,-843.66,2.94,2422852315.0,1442132757.0,0.21,0.17,31.42,74.91
3235,300614,百川畅银,15.55,-0.58,-0.09,34497.0,53806054.0,2.24,15.83,15.48,15.59,15.64,1.14,2.15,-53.42,2.25,2494772538.0,2494772538.0,-0.26,0.19,30.78,64.03
3236,002745,木林森,8.55,-0.58,-0.05,128157.0,109469064.0,1.28,8.61,8.5,8.6,8.6,0.73,1.2,22.22,0.98,12689622711.0,9102980048.0,0.12,0.0,3.76,-1.38
3237,870357,雅葆轩,25.66,-0.58,-0.15,15830.0,40638735.52,2.79,26.1,25.38,25.84,25.81,0.83,3.56,42.57,5.88,2054852800.0,1142244636.0,0.71,0.71,10.37,40.6
3238,600101,明星电力,10.28,-0.58,-0.06,128389.0,132280626.0,1.06,10.37,10.26,10.34,10.34,0.75,2.34,38.36,1.88,5632026202.0,5632026202.0,-0.1,-0.1,-6.97,18.43
3239,300311,ST任子行,5.18,-0.58,-0.03,146004.0,75492383.91,0.96,5.2,5.15,5.2,5.21,0.9,2.72,-23.37,5.66,3489404177.0,2783779102.0,0.0,0.19,-13.09,-11.45
3240,300694,蠡湖股份,13.37,-0.59,-0.08,49826.0,66538166.53,1.64,13.49,13.27,13.45,13.45,0.96,2.31,103.45,2.1,2878787982.0,2878787982.0,0.0,0.07,4.13,-15.75
3241,002421,达实智能,3.39,-0.59,-0.02,379454.0,128807317.52,1.47,3.43,3.38,3.42,3.41,0.85,1.89,-43.32,2.15,7188771756.0,6802685049.0,-0.29,0.0,-1.45,-1.17
3242,600496,精工钢构,3.37,-0.59,-0.02,143132.0,48328698.0,1.47,3.41,3.36,3.4,3.39,0.6,0.72,13.51,0.77,6706719029.0,6706719029.0,-0.3,-0.3,8.01,14.63
3243,600966,博汇纸业,5.06,-0.59,-0.03,67320.0,34142039.0,1.18,5.11,5.05,5.1,5.09,0.49,0.5,31.68,0.99,6764432097.0,6764432097.0,-0.2,-0.2,9.05,-1.36
3244,300462,ST华铭,10.12,-0.59,-0.06,34745.0,35270926.0,1.28,10.22,10.09,10.21,10.18,0.88,2.54,-101.76,1.29,1833966013.0,1383752260.0,-0.1,0.0,5.42,13.45
3245,301306,西测测试,67.1,-0.59,-0.4,55553.0,372135561.18,3.81,68.38,65.81,66.51,67.5,0.56,9.53,-70.95,5.67,5663240000.0,3911930000.0,0.06,-0.01,81.11,79.56
3246,688289,圣湘生物,21.92,-0.59,-0.13,69837.0,153461181.0,1.9,22.24,21.82,22.05,22.05,0.82,1.21,34.61,1.77,12700185092.0,12700185092.0,0.09,0.18,11.16,-2.27
3247,300076,GQY视讯,6.77,-0.59,-0.04,97213.0,65660806.0,1.76,6.83,6.71,6.8,6.81,0.83,2.29,-74.56,3.12,2870480000.0,2870480000.0,0.15,0.15,-2.59,-4.11
3248,688200,华峰测控,139.16,-0.59,-0.83,9171.0,127887617.0,1.98,141.0,138.23,139.98,139.99,0.69,0.68,76.14,5.33,18860803591.0,18860803591.0,0.0,0.04,2.12,34.13
3249,603566,普莱柯,15.17,-0.59,-0.09,42040.0,64066409.0,2.36,15.45,15.09,15.28,15.26,0.93,1.21,24.81,2.07,5249764681.0,5249764681.0,0.07,0.13,8.05,22.73
3250,603313,梦百合,8.36,-0.59,-0.05,58482.0,49002156.0,0.83,8.42,8.35,8.37,8.41,0.98,1.02,20.31,1.29,4770106359.0,4770106359.0,0.0,0.0,1.7,24.78
3251,000751,锌业股份,3.39,-0.59,-0.02,246317.0,83218312.35,1.17,3.4,3.36,3.39,3.41,0.78,1.75,48.07,1.53,5476987717.0,4779455161.0,0.0,0.3,12.62,20.64
3252,002717,ST岭南,1.69,-0.59,-0.01,399221.0,67638783.93,1.18,1.71,1.69,1.7,1.7,0.92,2.49,-11.58,3.08,3076194713.0,2705279465.0,0.0,0.0,-1.17,-47.68
3253,000973,佛塑科技,6.72,-0.59,-0.04,168711.0,112899378.0,1.48,6.75,6.65,6.75,6.76,0.99,1.74,81.62,2.29,6501083709.0,6501083709.0,0.0,0.0,5.33,13.71
3254,000782,恒申新材,5.08,-0.59,-0.03,222876.0,113917364.12,3.33,5.22,5.05,5.09,5.11,1.38,4.22,710.86,1.96,3487834066.0,2682949285.0,-0.2,-0.2,-1.93,11.4
3255,002628,成都路桥,5.03,-0.59,-0.03,243113.0,122397665.0,1.78,5.08,4.99,5.07,5.06,0.86,3.22,229.87,1.31,3808215087.0,3792893391.0,0.2,0.0,13.8,11.04
3256,002531,天顺风能,6.66,-0.6,-0.04,165648.0,110151491.6,1.04,6.7,6.63,6.69,6.7,1.12,0.93,83.93,1.34,11967211862.0,11900528386.0,0.0,0.15,1.22,-15.59
3257,600235,民丰特纸,6.67,-0.6,-0.04,51202.0,34233736.0,1.34,6.74,6.65,6.74,6.71,0.9,1.46,114.81,1.56,2343171000.0,2343171000.0,0.0,0.0,10.07,18.05
3258,002410,广联达,13.28,-0.6,-0.08,230514.0,306738864.5,0.82,13.37,13.26,13.36,13.36,0.52,1.45,183.81,3.81,21937820862.0,21089716729.0,0.0,0.0,-5.55,14.38
3259,920167,同享科技,19.89,-0.6,-0.12,12908.0,25678296.46,1.85,20.11,19.74,20.1,20.01,0.88,1.98,-168.0,3.6,2182054826.0,1298308552.0,0.2,0.1,-7.19,4.08
3260,601992,金隅集团,1.66,-0.6,-0.01,467327.0,77380396.0,2.4,1.68,1.64,1.67,1.67,0.76,0.56,-3.59,0.42,17725100082.0,13834702718.0,0.0,0.0,8.5,-4.05
3261,837023,芭薇股份,18.32,-0.6,-0.11,14121.0,25966630.71,2.17,18.64,18.24,18.48,18.43,0.56,2.22,59.24,5.33,2043412800.0,1165754655.0,0.16,0.11,-20.07,72.34
3262,002817,黄山胶囊,8.25,-0.6,-0.05,51533.0,42726157.69,2.17,8.39,8.21,8.31,8.3,0.81,1.78,32.75,2.67,2467559903.0,2392824184.0,0.12,0.24,16.36,33.06
3263,301380,挖金客,38.12,-0.6,-0.23,27806.0,106143600.45,1.59,38.58,37.97,38.25,38.35,0.65,6.36,56.6,5.38,3865079546.0,1666892338.0,0.0,0.13,15.76,12.28
3264,603392,万泰生物,56.24,-0.6,-0.34,46338.0,262048770.0,1.54,57.1,56.23,56.6,56.58,0.97,0.37,-337.03,5.83,71150504810.0,71150504810.0,0.0,-0.04,-17.8,-20.18
3265,002510,天汽模,6.61,-0.6,-0.04,288271.0,190607114.03,1.05,6.65,6.58,6.64,6.65,0.75,2.87,81.0,2.72,6710066860.0,6642038313.0,0.0,0.15,-5.16,13.77
3266,301525,儒竞科技,87.56,-0.6,-0.53,14433.0,125247485.06,3.09,88.59,85.87,88.59,88.09,0.68,2.92,39.06,2.59,8257938406.0,4325568809.0,-0.01,-0.15,4.47,47.78
3267,603618,杭电股份,6.64,-0.6,-0.04,108288.0,71824952.0,1.5,6.69,6.59,6.68,6.68,0.89,1.57,53.94,1.52,4590734090.0,4590734090.0,-0.15,0.0,4.73,23.65
3268,600820,隧道股份,6.68,-0.6,-0.04,288819.0,193068099.0,0.89,6.73,6.67,6.72,6.72,0.62,0.92,15.89,0.7,21002561908.0,21002561908.0,-0.15,-0.15,9.87,-7.09
3269,301113,雅艺科技,23.07,-0.6,-0.14,9761.0,22460141.1,2.24,23.29,22.77,23.29,23.21,0.82,1.77,212.06,3.06,2099370000.0,1271559918.0,0.48,0.52,14.26,32.21
3270,002631,德尔未来,5.01,-0.6,-0.03,113183.0,56696860.74,1.79,5.07,4.98,5.05,5.04,0.7,1.43,-30.72,1.79,3994387234.0,3975797484.0,0.2,0.4,7.97,13.09
3271,002139,拓邦股份,14.9,-0.6,-0.09,253340.0,376368520.19,1.4,14.99,14.78,14.99,14.99,0.53,2.37,23.59,2.73,18577841321.0,15959238720.0,0.0,0.07,6.13,10.04
3272,603667,五洲新春,38.22,-0.6,-0.23,176188.0,671908973.0,2.0,38.58,37.81,38.45,38.45,0.46,4.81,92.45,4.81,13996269869.0,13996269869.0,0.0,0.0,-5.61,55.18
